,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,MFII_14
0,2019-02-07,20400.0,73,20473.0,0.0, ,BUY,67.85703974141444
1,2019-02-11,20600.0,94,20473.0,33.0, ,SELL,65.00263338923997
2,2019-02-12,20400.0,73,20473.0,0.0, ,BUY,59.93259809343986
3,2019-02-21,23400.0,107,20473.0,2820.0, ,SELL,76.06761164283547
4,2019-03-13,23400.0,84,23484.0,0.0, ,BUY,50.87021318204393
5,2019-03-14,24000.0,110,23484.0,406.0, ,SELL,46.341782456766765
6,2019-03-19,24000.0,86,24086.0,0.0, ,BUY,41.913730005096696
7,2019-04-03,23200.0,106,24086.0,-992.0, ,SELL,41.47496786316755
8,2019-04-04,23600.0,84,23684.0,0.0, ,BUY,44.61836995893724
9,2019-04-11,24000.0,110,23684.0,206.0, ,SELL,52.60267233685283
10,2019-04-26,25400.0,91,25491.0,0.0, ,BUY,72.40414211771417
11,2019-04-29,26000.0,119,25491.0,390.0, ,SELL,75.52373473591223
12,2019-05-02,25400.0,91,25491.0,0.0, ,BUY,71.36936264704308
13,2019-05-28,24600.0,113,25491.0,-1004.0, ,SELL,40.73192608417733
14,2019-05-29,24000.0,86,24086.0,0.0, ,BUY,35.93882631786751
15,2019-06-03,25000.0,115,24086.0,799.0, ,SELL,36.7976705909452
16,2019-06-21,26400.0,95,26495.0,0.0, ,BUY,51.091400644655984
17,2019-06-24,26400.0,121,26495.0,-216.0, ,SELL,55.2157528604641
18,2019-07-08,27600.0,99,27699.0,0.0, ,BUY,65.52427625812987
19,2019-07-10,28000.0,128,27699.0,173.0, ,SELL,68.43344238822856
20,2019-07-17,27600.0,99,27699.0,0.0, ,BUY,59.703301746984145
21,2019-07-19,28400.0,130,27699.0,571.0, ,SELL,58.10159456555448
22,2019-07-22,28000.0,100,28100.0,0.0, ,BUY,51.19472010118728
23,2019-07-25,30600.0,140,28100.0,2360.0, ,SELL,66.39336828581318
24,2019-08-05,29400.0,105,29505.0,0.0, ,BUY,70.02033614468182
25,2019-08-07,30400.0,139,29505.0,756.0, ,SELL,76.94068070115335
26,2019-08-15,30600.0,110,30710.0,0.0, ,BUY,68.27599516699617
27,2019-08-16,31600.0,145,30710.0,745.0, ,SELL,74.3774138381019
28,2019-08-21,30800.0,110,30910.0,0.0, ,BUY,59.84462691268611
29,2019-10-11,30400.0,139,30910.0,-649.0, ,SELL,55.69966431698336
30,2019-10-31,30200.0,108,30308.0,0.0, ,BUY,76.37707563414395
31,2019-11-01,31200.0,143,30308.0,749.0, ,SELL,78.74132144167403
32,2019-11-20,31400.0,113,31513.0,0.0, ,BUY,58.516129329015364
33,2019-12-02,33200.0,152,31513.0,1535.0, ,SELL,42.716712171476004
34,2019-12-03,32400.0,116,32516.0,0.0, ,BUY,34.172140557055954
