,Date,Close Price,Fee,Purchased Price,Capital Gain,CCI,CCI_20
0,2019-01-28,57500.0,207,57707.0,0.0,BUY,-22.408963585433863
1,2019-01-30,57500.0,264,57707.0,-471.0,SELL,1.0582010582015404
2,2019-02-15,58500.0,210,58710.0,0.0,BUY,-3.472222222222622
3,2019-02-18,59000.0,271,58710.0,19.0,SELL,24.896265560166615
4,2019-02-28,60000.0,216,60216.0,0.0,BUY,-1.4214641080319164
5,2019-03-01,61000.0,280,60216.0,504.0,SELL,64.77093206950941
6,2019-03-12,60500.0,217,60717.0,0.0,BUY,-8.740564163686559
7,2019-03-14,61000.0,280,60717.0,3.0,SELL,15.653775322283153
8,2019-03-15,60500.0,217,60717.0,0.0,BUY,-40.22988505747062
9,2019-03-18,61000.0,280,60717.0,3.0,SELL,68.2414698162718
10,2019-03-21,60500.0,217,60717.0,0.0,BUY,-66.66666666666711
11,2019-03-28,61000.0,280,60717.0,3.0,SELL,4.4742729306487625
12,2019-04-18,65000.0,234,65234.0,0.0,BUY,-0.773096250482834
13,2019-04-25,66500.0,305,65234.0,961.0,SELL,33.50970017636652
14,2019-05-13,66500.0,239,66739.0,0.0,BUY,-12.515964240102283
15,2019-06-14,62000.0,285,66739.0,-5024.0,SELL,2.949852507374631
16,2019-06-17,61500.0,221,61721.0,0.0,BUY,-73.26540514313463
17,2019-07-02,61000.0,280,61721.0,-1001.0,SELL,14.583333333332835
18,2019-07-03,61000.0,219,61219.0,0.0,BUY,-24.223275408110464
19,2019-07-08,61000.0,280,61219.0,-499.0,SELL,29.914529914530235
20,2019-07-09,60500.0,217,60717.0,0.0,BUY,-30.905077262693496
21,2019-07-10,61000.0,280,60717.0,3.0,SELL,41.29793510324407
22,2019-07-12,60000.0,216,60216.0,0.0,BUY,-17.418844022168674
23,2019-07-15,61500.0,282,60216.0,1002.0,SELL,108.52713178294721
24,2019-07-26,61000.0,219,61219.0,0.0,BUY,-16.620498614960944
25,2019-07-29,61500.0,282,61219.0,-1.0,SELL,88.23529411764463
26,2019-08-06,62500.0,225,62725.0,0.0,BUY,-1.0482180293498709
27,2019-08-07,63500.0,292,62725.0,483.0,SELL,95.50827423167884
28,2019-09-04,64500.0,232,64732.0,0.0,BUY,-40.81632653061375
29,2019-09-06,65000.0,299,64732.0,-31.0,SELL,22.946859903382304
30,2019-09-16,64000.0,230,64230.0,0.0,BUY,-30.662710187933087
31,2019-09-17,65500.0,301,64230.0,969.0,SELL,25.415444770283123
32,2019-09-24,64500.0,232,64732.0,0.0,BUY,-18.962075848303744
33,2019-09-25,65500.0,301,64732.0,467.0,SELL,36.14457831325425
34,2019-10-03,65500.0,235,65735.0,0.0,BUY,-11.605415860733226
35,2019-10-04,65500.0,301,65735.0,-536.0,SELL,8.196721311475418
36,2019-10-07,65500.0,235,65735.0,0.0,BUY,-79.0960451977412
37,2019-10-10,65500.0,301,65735.0,-536.0,SELL,13.888888888888099
38,2019-10-22,66000.0,237,66237.0,0.0,BUY,-32.52032520325208
39,2019-10-23,66000.0,303,66237.0,-540.0,SELL,17.906336088154905
40,2019-10-29,66500.0,239,66739.0,0.0,BUY,-26.66666666666787
41,2019-10-30,67000.0,308,66739.0,-47.0,SELL,171.35709818636624
42,2019-11-01,66500.0,239,66739.0,0.0,BUY,-40.935672514619355
43,2019-11-04,66500.0,305,66739.0,-544.0,SELL,22.90076335877706
44,2019-11-07,66500.0,239,66739.0,0.0,BUY,-3.0030030030023247
45,2019-12-16,63000.0,289,66739.0,-4028.0,SELL,12.02185792349675
46,2019-12-18,63000.0,226,63226.0,0.0,BUY,-39.999999999997684
47,2019-12-19,63000.0,289,63226.0,-515.0,SELL,0.0
48,2019-12-30,61000.0,219,61219.0,0.0,BUY,-172.83950617284177
