,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,SO,BB_MAVG_20
0,2019-02-14,48000.0,172,48172.0,0.0,BUY, ,459.9
1,2019-02-15,48000.0,220,48172.0,-392.0,SELL, ,463.2
2,2019-02-22,47800.0,172,47972.0,0.0,BUY, ,476.4
3,2019-03-04,48200.0,221,47972.0,7.0,SELL, ,479.4
4,2019-03-05,48200.0,173,48373.0,0.0,BUY, ,480.0
5,2019-03-07,48400.0,222,48373.0,-195.0,SELL, ,481.2
6,2019-03-13,47600.0,171,47771.0,0.0,BUY, ,483.65
7,2019-03-15,49400.0,227,47771.0,1402.0,SELL, ,485.05
8,2019-03-25,49400.0,177,49577.0,0.0,BUY, ,488.85
9,2019-03-26,49200.0,226,49577.0,-603.0,SELL, ,489.75
10,2019-04-09,50000.0,180,50180.0,0.0,BUY, ,498.8
11,2019-04-10,51000.0,234,50180.0,586.0,SELL, ,500.5
12,2019-04-11,50000.0,180,50180.0,0.0,BUY, ,500.8
13,2019-04-15,51500.0,236,50180.0,1084.0, ,SELL,502.65
14,2019-04-18,50500.0,181,50681.0,0.0,BUY, ,504.8
15,2019-05-01,51000.0,234,50681.0,85.0,SELL, ,507.7
16,2019-05-07,51000.0,183,51183.0,0.0,BUY, ,510.2
17,2019-05-28,51000.0,234,51183.0,-417.0,SELL, ,506.95
18,2019-05-29,51000.0,183,51183.0,0.0,BUY, ,506.95
19,2019-05-30,51000.0,234,51183.0,-417.0,SELL, ,506.2
20,2019-05-31,50500.0,181,50681.0,0.0,BUY, ,505.7
21,2019-06-04,50500.0,232,50681.0,-413.0,SELL, ,504.95
22,2019-06-10,50500.0,181,50681.0,0.0,BUY, ,504.45
23,2019-06-11,51000.0,234,50681.0,85.0, ,SELL,504.95
24,2019-06-12,51500.0,185,51685.0,0.0,BUY, ,505.7
25,2019-06-13,50500.0,232,51685.0,-1417.0, ,SELL,505.95
26,2019-06-18,52000.0,187,52187.0,0.0,BUY, ,508.3
27,2019-06-20,52500.0,241,52187.0,72.0,SELL, ,508.8
28,2019-06-24,52000.0,187,52187.0,0.0,BUY, ,511.25
29,2019-06-25,52000.0,239,52187.0,-426.0,SELL, ,511.5
30,2019-06-27,51000.0,183,51183.0,0.0,BUY, ,512.25
31,2019-07-19,51000.0,234,51183.0,-417.0, ,SELL,509.45
32,2019-07-22,50000.0,180,50180.0,0.0,BUY, ,508.45
33,2019-07-26,53500.0,246,50180.0,3074.0,SELL, ,509.2
34,2019-08-05,54000.0,194,54194.0,0.0,BUY, ,521.5
35,2019-08-07,55000.0,253,54194.0,553.0,SELL, ,524.5
36,2019-08-13,53500.0,192,53692.0,0.0,BUY, ,531.5
37,2019-08-14,55000.0,253,53692.0,1055.0,SELL, ,533.5
38,2019-08-15,53500.0,192,53692.0,0.0,BUY, ,534.75
39,2019-08-30,56000.0,257,53692.0,2051.0, ,SELL,542.5
40,2019-09-02,55000.0,198,55198.0,0.0,BUY, ,543.0
41,2019-09-03,55000.0,253,55198.0,-451.0, ,SELL,543.5
42,2019-09-04,53000.0,190,53190.0,0.0,BUY, ,542.5
43,2019-10-16,51500.0,236,53190.0,-1926.0,SELL, ,509.8
44,2019-10-17,52000.0,187,52187.0,0.0,BUY, ,510.05
45,2019-10-25,52000.0,239,52187.0,-426.0,SELL, ,512.65
46,2019-10-28,51500.0,185,51685.0,0.0,BUY, ,512.9
