,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,MFII_14
0,2019-01-29,108000.0,388,108388.0,0.0, ,BUY,57.04167738152329
1,2019-02-04,115500.0,531,108388.0,6581.0, ,SELL,64.1240073403199
2,2019-02-27,120500.0,433,120933.0,0.0, ,BUY,54.14023616994403
3,2019-04-24,110000.0,506,120933.0,-11439.0, ,SELL,55.402675204489235
4,2019-04-25,109000.0,392,109392.0,0.0, ,BUY,48.09973888473058
5,2019-06-11,105000.0,483,109392.0,-4875.0, ,SELL,75.67939855608435
6,2019-07-03,107000.0,385,107385.0,0.0, ,BUY,49.20438067047357
7,2019-07-10,111500.0,512,107385.0,3603.0, ,SELL,41.38792079047586
8,2019-07-11,110500.0,397,110897.0,0.0, ,BUY,46.1093637519039
9,2019-07-18,114500.0,526,110897.0,3077.0, ,SELL,57.96290163720798
10,2019-07-26,108500.0,390,108890.0,0.0, ,BUY,53.24436208854412
11,2019-10-17,99000.0,455,108890.0,-10345.0, ,SELL,37.17632588717204
12,2019-10-18,100500.0,361,100861.0,0.0, ,BUY,41.24866627685252
13,2019-10-21,99500.0,457,100861.0,-1818.0, ,SELL,48.56628336117849
14,2019-10-23,99000.0,356,99356.0,0.0, ,BUY,60.423300886911846
15,2019-10-24,103500.0,476,99356.0,3668.0, ,SELL,77.23725595142785
16,2019-10-29,100000.0,360,100360.0,0.0, ,BUY,67.77293588245143
17,2019-10-30,99500.0,457,100360.0,-1317.0, ,SELL,64.11832875026016
18,2019-10-31,97500.0,351,97851.0,0.0, ,BUY,56.1823856925763
19,2019-12-09,94000.0,432,97851.0,-4283.0, ,SELL,35.69799809856207
