,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14,CCI_20
0,2019-04-22,65000.0,234,65234.0,0.0,BUY,BUY,6.2168429021697875,-11.67315175097276
1,2019-05-02,69000.0,317,65234.0,3449.0,SELL,SELL,82.78938720712401,132.39326282804575
2,2019-10-29,66500.0,239,66739.0,0.0,BUY,BUY,4.5863415759361885,-26.66666666666787
