,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,CCI,SO,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20,CCI_20,SO_14
0,2019-02-04,92200.0,331,92531.0,0.0, ,BUY, , ,60.11803064541692,938.4,1043.2473175622538,833.5526824377462,22.951864839018157,26.08695652173913
1,2019-03-22,83200.0,382,92531.0,-9713.0, ,SELL,SELL,SELL,66.48508226289277,783.5,864.4135340965902,702.5864659034098,83.65987460815028,89.0625
2,2019-03-29,77800.0,280,78080.0,0.0, ,BUY, , ,65.67510388485118,774.9,833.3804240750703,716.4195759249296,7.709251101321769,46.875
3,2019-04-03,77800.0,357,78080.0,-637.0, ,SELL,SELL, ,71.05416118698572,774.0,830.9069415800925,717.0930584199075,10.928961748633924,44.26229508196721
4,2019-04-10,79400.0,285,79685.0,0.0, ,BUY, , ,55.72376835099221,783.1,835.1995201513417,731.0004798486583,34.239677744209246,36.58536585365854
5,2019-04-30,79000.0,363,79685.0,-1048.0, ,SELL,SELL,SELL,39.8238062867867,765.9,812.6242977475326,719.1757022524673,61.935330480266366,80.95238095238095
6,2019-05-02,74000.0,266,74266.0,0.0, ,BUY,BUY, ,34.94530585916986,763.1,808.026161643302,718.1738383566981,-38.851769364018494,26.470588235294116
7,2019-05-28,67000.0,308,74266.0,-7574.0,SELL, , , ,83.21731653962232,687.1,800.5511348554982,573.6488651445019,-22.829293317942742,43.05555555555556
8,2019-05-29,72600.0,261,72861.0,0.0, ,BUY, , ,85.33360414946179,683.9,788.8531323972774,578.9468676027226,39.05160390516039,81.94444444444444
9,2019-05-30,72600.0,333,72861.0,-594.0,SELL,SELL,SELL,SELL,87.2060842276926,683.2,786.8254794922583,579.5745205077418,59.853733641262565,89.39393939393939
10,2019-06-25,75600.0,272,75872.0,0.0, ,BUY, , ,68.32279352607563,757.9,805.3042192215007,710.4957807784992,13.353115727002624,35.294117647058826
11,2019-07-01,77000.0,354,75872.0,774.0, ,SELL,SELL, ,53.22499443868042,764.1,802.1625800491779,726.0374199508221,49.01036757775671,40.0
12,2019-07-30,84600.0,304,84904.0,0.0, ,BUY, , ,57.988826737987665,846.5,906.2042712039911,786.7957287960089,33.05030585227777,25.0
13,2019-08-13,87000.0,400,84904.0,1696.0, ,SELL,SELL, ,35.642696297165344,858.7,898.9646246722815,818.4353753277186,67.23163841807963,67.3913043478261
14,2019-08-15,87400.0,314,87714.0,0.0, ,BUY, , ,36.589005523963976,862.8,899.9461976519763,825.6538023480236,7.511737089201982,71.73913043478261
15,2019-08-16,87400.0,402,87714.0,-716.0, ,SELL,SELL, ,41.55988845025877,862.8,899.9461976519763,825.6538023480236,44.15823367065326,78.57142857142857
16,2019-09-18,118500.0,426,118926.0,0.0, ,BUY, , ,56.49131173042784,1167.0,1343.022725805505,990.9772741944951,15.875934779943806,25.714285714285715
17,2019-09-27,123000.0,565,118926.0,3509.0, ,SELL,SELL, ,54.45819938530926,1204.25,1294.098483570954,1114.401516429046,51.961823966065765,70.27027027027027
18,2019-10-18,128000.0,460,128460.0,0.0, ,BUY, , ,80.10420415900168,1260.5,1386.5119041995636,1134.4880958004364,35.871869806888036,43.333333333333336
19,2019-10-21,132000.0,607,128460.0,2933.0, ,SELL,SELL, ,79.45231972684701,1267.75,1389.8759595663428,1145.6240404336572,60.4560721230334,67.85714285714286
20,2019-10-22,127500.0,459,127959.0,0.0, ,BUY, , ,69.024625706008,1276.5,1371.3208837756747,1181.6791162243253,29.32281393819878,33.333333333333336
21,2019-12-02,115000.0,529,127959.0,-13488.0, , ,SELL,SELL,39.164109639658996,1096.0,1189.7869927015468,1002.2130072984532,73.01262367792576,94.11764705882354
22,2019-12-06,109500.0,394,109894.0,0.0, ,BUY, , ,52.43063747219685,1093.25,1182.819805180094,1003.680194819906,29.216467463479102,56.75675675675676
23,2019-12-09,111000.0,510,109894.0,596.0, ,SELL,SELL, ,60.23552182508889,1093.75,1183.5762211161084,1003.9237788838916,33.01650825412703,64.86486486486487
24,2019-12-10,108000.0,388,108388.0,0.0, ,BUY,BUY, ,59.97514081597649,1092.25,1181.942530346735,1002.5574696532649,-2.205258693808158,48.648648648648646
25,2019-12-13,114500.0,526,108388.0,5586.0, ,SELL,SELL,SELL,73.16243650477912,1090.5,1178.8685464404614,1002.1314535595385,86.13751177326837,83.78378378378379
26,2019-12-17,114000.0,410,114410.0,0.0, ,BUY, , ,64.29866113902304,1094.25,1185.6433805042793,1002.8566194957207,55.742971887550375,69.56521739130434
27,2019-12-18,114000.0,524,114410.0,-934.0, ,SELL,SELL, ,64.65000461817004,1098.75,1189.847475266881,1007.652524733119,71.08549471661863,69.56521739130434
