,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14,CCI_20
0,2019-03-06,78000.0,280,78280.0,0.0,BUY,BUY,18.692981023228228,-109.941520467836
1,2019-10-24,65500.0,301,78280.0,-13081.0,SELL,SELL,86.13730955121595,103.192279138827
