,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14,CCI_20
0,2019-03-12,267000.0,961,267961.0,0.0,BUY,BUY,15.72704213819911,-167.96609772658098
1,2019-04-16,271000.0,1246,267961.0,1793.0,SELL,SELL,80.05559933359527,75.80588026921735
2,2019-05-17,171500.0,617,172117.0,0.0,BUY,BUY,15.310232247572742,-128.48274866464558
3,2019-06-04,205000.0,943,172117.0,31940.0,SELL,SELL,80.50315556425198,72.90984501200607
