,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,SO,MFII_14,CCI_20,SO_14
0,2019-01-18,40441.27197265625,145,40586.27197265625,0.0, , ,BUY,29.828481055076963,,0.0
1,2019-02-06,41185.589599609375,189,40586.27197265625,410.317626953125, , ,SELL,47.276656219183614,-1.7137670664070221,88.88887370343771
2,2019-02-13,40193.1640625,144,40337.1640625,0.0, ,BUY,BUY,64.93197863489405,-26.26904059150791,14.285638978309459
3,2019-02-19,42674.224853515625,196,40337.1640625,2141.060791015625, , ,SELL,61.44863594982171,253.51210874724404,92.30772142065739
4,2019-04-24,48132.55615234375,173,48305.55615234375,0.0, , ,BUY,41.68851956071385,-255.08602589791312,0.0
5,2019-05-01,50613.616943359375,232,48305.55615234375,2076.060791015625, ,SELL,SELL,66.94549635717777,106.03191620796687,84.61544284131476
6,2019-05-14,47636.34338378906,171,47807.34338378906,0.0, ,BUY,BUY,45.87103002589022,-135.42247885510315,19.999983599714962
7,2019-06-10,49869.29626464844,229,47807.34338378906,1832.952880859375,SELL,SELL,SELL,80.65430245957974,196.2963843719735,95.45450987539878
8,2019-07-05,48628.76892089844,175,48803.76892089844,0.0, ,BUY,BUY,47.049992364341016,-114.10105275877912,11.111187038315144
9,2019-07-24,51109.82666015625,235,48803.76892089844,2071.0577392578125, , ,SELL,69.60620365146674,223.16384953751043,90.90901975079755
10,2019-09-12,59049.21875,212,59261.21875,0.0, ,BUY,BUY,51.394766194000084,-19.84124067124678,15.384637219318531
11,2019-09-30,61034.063720703125,280,59261.21875,1492.844970703125, ,SELL,SELL,38.929310934649685,35.180690711681684,90.0
12,2019-10-17,56816.265869140625,204,57020.265869140625,0.0, ,BUY,BUY,56.37688412918492,-66.49098027564455,4.761943810234489
13,2019-10-25,60785.9619140625,279,57020.265869140625,3486.696044921875, ,SELL,SELL,67.22032955234349,115.19605422462563,86.20694920430253
