,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,SO,BB_MAVG_20,BB_atas_20,BB_bawah_20,SO_14
0,2019-01-28,139000.0,500,139500.0,0.0,BUY,BUY,1388.25,1540.1800826038082,1236.3199173961918,14.285714285714286
1,2019-02-21,141500.0,650,139500.0,1350.0,SELL,SELL,1326.5,1441.8299614150637,1211.1700385849363,97.5609756097561
2,2019-03-25,134500.0,484,134984.0,0.0,BUY,BUY,1395.75,1483.001074491951,1308.498925508049,6.896551724137931
3,2019-05-02,134500.0,618,134984.0,-1102.0,SELL,SELL,1296.25,1332.9753318569099,1259.5246681430901,85.0
4,2019-05-10,126500.0,455,126955.0,0.0,BUY,BUY,1300.75,1338.0695659138762,1263.4304340861238,13.636363636363637
5,2019-05-31,129500.0,595,126955.0,1950.0,SELL,SELL,1253.75,1337.8853076894607,1169.6146923105393,93.10344827586206
6,2019-06-14,123500.0,444,123944.0,0.0,BUY,BUY,1269.5,1328.2281874401058,1210.7718125598942,5.882352941176471
7,2019-06-26,136000.0,625,123944.0,11431.0,SELL,SELL,1278.5,1342.8506021727862,1214.1493978272138,90.625
8,2019-07-15,127500.0,459,127959.0,0.0,BUY,BUY,1332.5,1466.0102992281873,1198.9897007718127,4.878048780487805
9,2019-09-02,115500.0,531,127959.0,-12990.0,SELL,SELL,1078.0,1156.4474346298243,999.5525653701757,96.66666666666667
10,2019-09-26,128500.0,462,128962.0,0.0,BUY,BUY,1335.25,1530.3518964541354,1140.1481035458646,11.11111111111111
11,2019-10-21,136500.0,627,128962.0,6911.0,SELL,SELL,1295.5,1350.263126280374,1240.736873719626,96.55172413793103
12,2019-11-01,127000.0,457,127457.0,0.0,BUY,BUY,1316.0,1390.8064168370613,1241.1935831629387,14.814814814814815
13,2019-11-06,139000.0,639,127457.0,10904.0,SELL,SELL,1328.0,1401.5119037979573,1254.4880962020427,87.5
14,2019-11-27,129500.0,466,129966.0,0.0,BUY,BUY,1338.5,1428.2273648337011,1248.7726351662989,12.121212121212121
15,2019-12-05,146000.0,671,129966.0,15363.0,SELL,SELL,1334.5,1445.8956911195407,1223.1043088804593,100.0
