,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14,CCI_20
0,2019-07-12,80500.0,289,80789.0,0.0,BUY,BUY,10.38820146535528,-152.68329554043848
1,2019-09-23,70000.0,322,80789.0,-11111.0,SELL,SELL,80.67471905817598,11.011769460019101
2,2019-11-26,67500.0,243,67743.0,0.0,BUY,BUY,12.806868665035637,-152.46636771300388
