,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,MFII_14
0,2019-01-28,955500.0,3439,958939.0,0.0, ,BUY,53.24166123329943
1,2019-01-31,1000000.0,4600,958939.0,36461.0, ,SELL,59.76334796947056
2,2019-02-04,978000.0,3520,981520.0,0.0, ,BUY,53.86959095294027
3,2019-02-05,978000.0,4498,981520.0,-8018.0, ,SELL,60.385129264111285
4,2019-02-08,996500.0,3587,1000087.0,0.0, ,BUY,62.16648768643633
5,2019-02-20,1000500.0,4602,1000087.0,-4189.0, ,SELL,60.131836599525975
6,2019-02-21,990500.0,3565,994065.0,0.0, ,BUY,52.459446258168605
7,2019-03-14,993000.0,4567,994065.0,-5632.0, ,SELL,43.453333926799445
8,2019-03-15,996000.0,3585,999585.0,0.0, ,BUY,51.454827595711144
9,2019-03-18,990000.0,4554,999585.0,-14139.0, ,SELL,45.33648474894778
10,2019-03-20,990000.0,3564,993564.0,0.0, ,BUY,55.94251244585465
11,2019-03-22,983000.0,4521,993564.0,-15085.0, ,SELL,50.758763117100344
12,2019-03-25,970000.0,3492,973492.0,0.0, ,BUY,50.354478621125224
13,2019-04-02,987500.0,4542,973492.0,9466.0, ,SELL,52.15114030037959
14,2019-04-04,979500.0,3526,983026.0,0.0, ,BUY,38.51542790575256
15,2019-04-17,988000.0,4544,983026.0,430.0, ,SELL,70.74889055324455
16,2019-04-22,965500.0,3475,968975.0,0.0, ,BUY,63.34581079166392
17,2019-05-30,870000.0,4002,968975.0,-102977.0, ,SELL,27.669011941073663
18,2019-05-31,890000.0,3204,893204.0,0.0, ,BUY,34.13196697616324
19,2019-06-03,890000.0,4094,893204.0,-7298.0, ,SELL,36.19306037757452
20,2019-06-26,896500.0,3227,899727.0,0.0, ,BUY,56.07906951839932
21,2019-06-28,900000.0,4140,899727.0,-3867.0, ,SELL,57.46403145464084
22,2019-07-01,900000.0,3240,903240.0,0.0, ,BUY,56.75843000777462
23,2019-07-19,916000.0,4213,903240.0,8547.0, ,SELL,53.57794026366036
24,2019-07-25,899000.0,3236,902236.0,0.0, ,BUY,46.650183745454726
25,2019-08-09,896500.0,4123,902236.0,-9859.0, ,SELL,38.51724717387683
26,2019-08-12,899500.0,3238,902738.0,0.0, ,BUY,35.75731319366011
27,2019-08-20,903500.0,4156,902738.0,-3394.0, ,SELL,49.16903162853361
28,2019-08-26,917500.0,3303,920803.0,0.0, ,BUY,49.87825187504848
29,2019-08-27,945500.0,4349,920803.0,20348.0, ,SELL,57.09446794039319
30,2019-09-11,932500.0,3357,935857.0,0.0, ,BUY,63.48767751683445
31,2019-12-27,856000.0,3937,935857.0,-83794.0, ,SELL,33.89416223595288
