,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14
0,2019-02-12,34200.0,123,34323.0,0.0, ,BUY,58.11073412506177
1,2019-02-13,35600.0,163,34323.0,1114.0, ,SELL,66.02457274432322
2,2019-02-25,34800.0,125,34925.0,0.0, ,BUY,60.06888350676924
3,2019-02-27,35800.0,164,34925.0,711.0, ,SELL,46.51525428307437
4,2019-02-28,35200.0,126,35326.0,0.0, ,BUY,47.64355745768854
5,2019-03-15,35000.0,161,35326.0,-487.0, ,SELL,43.71987994350834
6,2019-03-18,35000.0,126,35126.0,0.0, ,BUY,43.91629677837827
7,2019-03-19,35600.0,163,35126.0,311.0, ,SELL,45.287373563639946
8,2019-03-22,34800.0,125,34925.0,0.0, ,BUY,44.63079331732426
9,2019-06-10,24400.0,112,34925.0,-10637.0, ,SELL,57.22876321318037
10,2019-06-24,24600.0,88,24688.0,0.0, ,BUY,72.16320893483808
11,2019-06-26,25200.0,115,24688.0,397.0, ,SELL,74.38231148180651
12,2019-07-17,26000.0,93,26093.0,0.0, ,BUY,68.82277847186651
13,2019-07-22,27600.0,126,26093.0,1381.0, ,SELL,65.86939420441158
14,2019-07-25,26800.0,96,26896.0,0.0, ,BUY,58.68361250176493
15,2019-10-16,19500.0,89,26896.0,-7485.0, ,SELL,22.438466275908937
16,2019-11-04,19500.0,70,19570.0,0.0, ,BUY,39.76619967013749
17,2019-12-26,18700.0,86,19570.0,-956.0, ,SELL,21.23275030752822
18,2019-12-27,18700.0,67,18767.0,0.0,BUY, ,19.494920617901514
19,2019-12-30,18600.0,85,18767.0,-252.0, ,SELL,17.510697366659926
