,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,SO,MFII_14,CCI_20,SO_14
0,2019-08-06,37400.0,134,37534.0,0.0, ,BUY,BUY,61.18152339976089,-98.28645328160363,0.0
1,2019-08-14,41000.0,188,37534.0,3278.0,SELL,SELL,SELL,81.38891707591449,24.46043165467637,100.0
2,2019-09-18,40000.0,144,40144.0,0.0, ,BUY,BUY,49.01398064481386,-8.775376555337099,4.761904761904762
3,2019-10-22,40600.0,186,40144.0,270.0, ,SELL,SELL,62.508635229438866,111.11111111111107,85.71428571428571
4,2019-10-30,37400.0,134,37534.0,0.0, ,BUY,BUY,56.299351747897376,-87.64436006960887,4.761904761904762
