,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14
0,2019-02-12,25200.0,90,25290.0,0.0, ,BUY,60.57865922375076
1,2019-02-21,26200.0,120,25290.0,790.0, ,SELL,62.56678449894086
2,2019-02-25,24000.0,86,24086.0,0.0, ,BUY,69.52750680891116
3,2019-02-27,26400.0,121,24086.0,2193.0, ,SELL,67.59279041267138
4,2019-02-28,25400.0,91,25491.0,0.0, ,BUY,61.51167287429964
5,2019-03-19,24800.0,114,25491.0,-805.0, ,SELL,25.971005050445655
6,2019-03-20,24200.0,87,24287.0,0.0, ,BUY,29.07138308528964
7,2019-03-27,24800.0,114,24287.0,399.0, ,SELL,57.00228272689461
8,2019-03-29,24000.0,86,24086.0,0.0, ,BUY,57.42608274667388
9,2019-04-01,25800.0,118,24086.0,1596.0, ,SELL,76.3695259644673
10,2019-05-03,27800.0,100,27900.0,0.0, ,BUY,57.66819084860813
11,2019-06-07,24400.0,112,27900.0,-3612.0, ,SELL,75.85736304656467
12,2019-07-22,30600.0,110,30710.0,0.0, ,BUY,73.5514018735602
13,2019-07-25,32600.0,149,30710.0,1741.0, ,SELL,62.518113710754704
14,2019-07-31,31800.0,114,31914.0,0.0, ,BUY,67.29505764825755
15,2019-08-16,31400.0,144,31914.0,-658.0, ,SELL,52.915229969416714
16,2019-08-26,30200.0,108,30308.0,0.0, ,BUY,69.17064078162453
17,2019-08-27,31000.0,142,30308.0,550.0, ,SELL,68.69430061558889
18,2019-09-03,30200.0,108,30308.0,0.0, ,BUY,63.30119744602427
19,2019-10-18,26800.0,123,30308.0,-3631.0, ,SELL,50.862802385759096
20,2019-11-01,25000.0,90,25090.0,0.0, ,BUY,34.7743349238538
21,2019-12-10,21200.0,97,25090.0,-3987.0, ,SELL,70.39218569386995
