,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,MFII_14
0,2019-04-26,52000.0,187,52187.0,0.0,BUY,10.461752059905336
1,2019-05-24,46200.0,212,52187.0,-6199.0,SELL,80.43641685040426
2,2019-06-12,47400.0,170,47570.0,0.0,BUY,10.151605419231913
3,2019-10-10,34200.0,157,47570.0,-13527.0,SELL,87.66274231809926
4,2019-10-30,38000.0,136,38136.0,0.0,BUY,5.7004995327695696
5,2019-12-16,27800.0,127,38136.0,-10463.0,SELL,96.49607043812227
