,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,MFII_14
0,2019-01-28,57500.0,207,57707.0,0.0, ,BUY,27.51635928241295
1,2019-01-30,57500.0,264,57707.0,-471.0, ,SELL,21.647268695699196
2,2019-02-01,59000.0,212,59212.0,0.0, ,BUY,27.846566937609296
3,2019-02-05,59000.0,271,59212.0,-483.0, ,SELL,33.07308319697195
4,2019-02-15,58500.0,210,58710.0,0.0, ,BUY,55.885074031640045
5,2019-02-19,60500.0,278,58710.0,1512.0, ,SELL,71.40152511649194
6,2019-02-28,60000.0,216,60216.0,0.0, ,BUY,44.40985511621232
7,2019-03-05,61000.0,280,60216.0,504.0, ,SELL,62.25774552401972
8,2019-03-06,62000.0,223,62223.0,0.0, ,BUY,63.41132493558692
9,2019-03-07,62000.0,285,62223.0,-508.0, ,SELL,65.41093175271786
10,2019-03-08,60500.0,217,60717.0,0.0, ,BUY,63.59031718260507
11,2019-03-11,61000.0,280,60717.0,3.0, ,SELL,60.22360091106295
12,2019-03-12,60500.0,217,60717.0,0.0, ,BUY,48.28480281245871
13,2019-03-14,61000.0,280,60717.0,3.0, ,SELL,51.7735556316406
14,2019-03-15,60500.0,217,60717.0,0.0, ,BUY,49.06568882040926
15,2019-03-29,63500.0,292,60717.0,2491.0,SELL, ,90.48605639942376
16,2019-04-12,66000.0,237,66237.0,0.0, ,BUY,85.49987352788551
17,2019-04-15,65000.0,299,66237.0,-1536.0,SELL, ,83.64512297592158
18,2019-04-18,65000.0,234,65234.0,0.0, ,BUY,80.28354545389107
19,2019-04-26,68000.0,312,65234.0,2454.0, ,SELL,53.48667675393424
20,2019-05-13,66500.0,239,66739.0,0.0, ,BUY,79.87307825592603
21,2019-07-24,61000.0,280,66739.0,-6019.0, ,SELL,58.90026716785664
22,2019-07-25,61000.0,219,61219.0,0.0, ,BUY,52.561587524226496
23,2019-07-31,64000.0,294,61219.0,2487.0, ,SELL,70.38302335670554
24,2019-08-05,61500.0,221,61721.0,0.0, ,BUY,73.27344458565999
25,2019-08-06,62500.0,287,61721.0,492.0,SELL, ,82.1258374673045
26,2019-08-15,64000.0,230,64230.0,0.0, ,BUY,65.74964957381076
27,2019-08-20,65000.0,299,64230.0,471.0, ,SELL,57.89033344962778
28,2019-08-26,64000.0,230,64230.0,0.0, ,BUY,36.35535167637205
29,2019-09-11,65500.0,301,64230.0,969.0, ,SELL,54.53061220557899
30,2019-09-12,64000.0,230,64230.0,0.0, ,BUY,56.41966912692991
31,2019-09-13,66500.0,305,64230.0,1965.0, ,SELL,60.29347101484012
32,2019-09-16,64000.0,230,64230.0,0.0, ,BUY,47.89002498235317
33,2019-09-18,65500.0,301,64230.0,969.0, ,SELL,54.94135499803856
34,2019-09-24,64500.0,232,64732.0,0.0, ,BUY,68.28530894793688
35,2019-10-01,66000.0,303,64732.0,965.0, ,SELL,69.46755487254238
36,2019-10-03,65500.0,235,65735.0,0.0, ,BUY,83.14966845716044
37,2019-10-04,65500.0,301,65735.0,-536.0,SELL, ,89.48904413810267
38,2019-10-07,65500.0,235,65735.0,0.0, ,BUY,82.85723378127375
39,2019-10-08,65000.0,299,65735.0,-1034.0,SELL, ,82.43473309005401
40,2019-10-09,65500.0,235,65735.0,0.0, ,BUY,82.49636091369584
41,2019-10-10,65500.0,301,65735.0,-536.0,SELL, ,80.71131930196361
42,2019-10-11,66000.0,237,66237.0,0.0, ,BUY,80.63826365374359
43,2019-10-14,66000.0,303,66237.0,-540.0,SELL, ,84.10625714588924
44,2019-10-15,66500.0,239,66739.0,0.0, ,BUY,83.80789173716363
45,2019-10-16,67000.0,308,66739.0,-47.0,SELL, ,82.4746774548469
46,2019-10-21,65500.0,235,65735.0,0.0, ,BUY,78.62293795211855
47,2019-10-24,66000.0,303,65735.0,-38.0, ,SELL,33.768921499672004
48,2019-10-25,66500.0,239,66739.0,0.0, ,BUY,52.41826331928466
49,2019-10-30,67000.0,308,66739.0,-47.0, ,SELL,7.838726034456087
50,2019-10-31,67000.0,241,67241.0,0.0,BUY, ,8.278214549425442
51,2019-12-26,63000.0,289,67241.0,-4530.0, ,SELL,54.13244946620285
52,2019-12-30,61000.0,219,61219.0,0.0, ,BUY,31.056172366567168
