,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14
0,2019-01-30,430000.0,1548,431548.0,0.0, ,BUY,71.58082305868221
1,2019-03-22,408000.0,1876,431548.0,-25424.0, ,SELL,47.634979070058684
2,2019-04-05,402000.0,1447,403447.0,0.0, ,BUY,47.45689796589399
3,2019-04-24,413000.0,1899,403447.0,7654.0, ,SELL,51.46903265499441
4,2019-04-26,402000.0,1447,403447.0,0.0, ,BUY,31.195063581187426
5,2019-05-31,306000.0,1407,403447.0,-98854.0, ,SELL,61.69900108990987
6,2019-06-11,293000.0,1054,294054.0,0.0, ,BUY,60.05160294339515
7,2019-06-25,306000.0,1407,294054.0,10539.0, ,SELL,30.785898684284206
8,2019-06-28,296000.0,1065,297065.0,0.0, ,BUY,38.04363763911853
9,2019-07-01,306000.0,1407,297065.0,7528.0, ,SELL,49.511673121607025
10,2019-07-09,293000.0,1054,294054.0,0.0, ,BUY,61.900683032894406
11,2019-09-04,244000.0,1122,294054.0,-51176.0, ,SELL,68.67375865176601
12,2019-09-19,246000.0,885,246885.0,0.0, ,BUY,52.82305684600751
13,2019-10-18,235000.0,1081,246885.0,-12966.0, ,SELL,60.65138294891374
14,2019-10-31,225000.0,810,225810.0,0.0, ,BUY,55.66953266729937
15,2019-11-05,243000.0,1117,225810.0,16073.0, ,SELL,62.69575432804429
16,2019-11-21,238000.0,856,238856.0,0.0, ,BUY,64.0939030039819
17,2019-11-25,250000.0,1150,238856.0,9994.0, ,SELL,62.70988087145303
18,2019-11-29,242000.0,871,242871.0,0.0, ,BUY,58.27141839379447
19,2019-12-02,253000.0,1163,242871.0,8966.0, ,SELL,55.58865919764514
20,2019-12-04,246000.0,885,246885.0,0.0, ,BUY,67.11137850937823
21,2019-12-05,256000.0,1177,246885.0,7938.0, ,SELL,68.24221966145114
22,2019-12-12,247000.0,889,247889.0,0.0, ,BUY,70.33483130325618
23,2019-12-13,258000.0,1186,247889.0,8925.0, ,SELL,70.47007089025367
