,Date,Close Price,Fee,Purchased Price,Capital Gain,CCI,SO,CCI_20
0,2019-02-28,101500.0,365,101865.0,0.0,BUY, ,-20.5804749340367
1,2019-03-01,105500.0,485,101865.0,3150.0,SELL, ,22.73161413562577
2,2019-03-08,99000.0,356,99356.0,0.0,BUY, ,-66.78959229666043
3,2019-06-03,72500.0,333,99356.0,-27189.0,SELL, ,7.786762503743502
4,2019-08-05,86000.0,309,86309.0,0.0,BUY, ,-59.97144217039505
5,2019-08-07,100500.0,462,86309.0,13729.0,SELL, ,161.301671064204
6,2019-08-27,102000.0,367,102367.0,0.0, ,BUY,7.669285447063141
7,2019-08-28,105000.0,483,102367.0,2150.0,SELL, ,22.346368715083763
8,2019-09-13,107000.0,385,107385.0,0.0,BUY, ,-1.6792611251048013
9,2019-10-11,101500.0,466,107385.0,-6351.0,SELL, ,6.754772393538979
10,2019-10-15,98500.0,354,98854.0,0.0,BUY, ,-23.89306599832907
11,2019-10-24,97500.0,448,98854.0,-1802.0,SELL, ,8.264462809917356
12,2019-10-28,91500.0,329,91829.0,0.0,BUY, ,-123.97163120567363
13,2019-12-06,81000.0,372,91829.0,-11201.0,SELL, ,2.05489505357378
