,Date,Close Price,Fee,Purchased Price,Capital Gain,CCI,SO,CCI_20,SO_14
0,2019-02-06,159500.0,574,160074.0,0.0,BUY,BUY,-107.69230769230778,14.285714285714286
1,2019-03-15,154500.0,710,160074.0,-6284.0,SELL,SELL,63.149933824919906,92.85714285714286
2,2019-03-21,150500.0,541,151041.0,0.0,BUY,BUY,-7.352941176470571,18.75
3,2019-04-09,153000.0,703,151041.0,1256.0,SELL,SELL,25.49498237049153,81.81818181818181
4,2019-04-15,149500.0,538,150038.0,0.0,BUY,BUY,-155.81098339718912,18.181818181818183
5,2019-04-30,154500.0,710,150038.0,3752.0,SELL,SELL,129.36732766761224,100.0
6,2019-05-06,147500.0,531,148031.0,0.0,BUY,BUY,-161.15791747677656,17.647058823529413
7,2019-05-31,140500.0,646,148031.0,-8177.0,SELL,SELL,8.946521913952639,82.85714285714286
8,2019-07-08,143500.0,516,144016.0,0.0,BUY,BUY,-138.37535014005573,18.181818181818183
9,2019-07-17,145500.0,669,144016.0,815.0,SELL,SELL,0.47892720306469766,82.6086956521739
10,2019-08-05,141000.0,507,141507.0,0.0,BUY,BUY,-133.03437967115147,10.526315789473685
11,2019-08-12,146500.0,673,141507.0,4320.0,SELL,SELL,20.97235462345093,84.0
12,2019-11-04,155000.0,558,155558.0,0.0,BUY,BUY,-150.95785440613028,0.0
13,2019-12-02,157000.0,722,155558.0,720.0,SELL,SELL,47.03153010650625,100.0
