,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14
0,2019-01-29,108000.0,388,108388.0,0.0, ,BUY,57.04167738152329
1,2019-02-01,114000.0,524,108388.0,5088.0, ,SELL,62.90041232427265
2,2019-02-28,119000.0,428,119428.0,0.0, ,BUY,42.9904472832104
3,2019-03-06,122500.0,563,119428.0,2509.0, ,SELL,54.55316453894175
4,2019-03-07,122500.0,441,122941.0,0.0, ,BUY,49.838884662131775
5,2019-04-23,110000.0,506,122941.0,-13447.0, ,SELL,54.044638406554775
6,2019-04-26,107500.0,387,107887.0,0.0, ,BUY,46.17333198798236
7,2019-05-07,110000.0,506,107887.0,1607.0, ,SELL,44.32318900143037
8,2019-05-09,106000.0,381,106381.0,0.0, ,BUY,28.96186279179831
9,2019-06-11,105000.0,483,106381.0,-1864.0, ,SELL,75.67939855608435
10,2019-07-05,108000.0,388,108388.0,0.0, ,BUY,51.0762256634513
11,2019-07-10,111500.0,512,108388.0,2600.0, ,SELL,41.38792079047586
12,2019-07-12,108500.0,390,108890.0,0.0, ,BUY,38.978134940585036
13,2019-07-17,113500.0,522,108890.0,4088.0, ,SELL,50.046155785225196
14,2019-07-26,108500.0,390,108890.0,0.0, ,BUY,53.24436208854412
15,2019-08-16,108500.0,499,108890.0,-889.0, ,SELL,54.454046328424695
16,2019-08-20,106500.0,383,106883.0,0.0, ,BUY,44.09896494859758
17,2019-09-13,103500.0,476,106883.0,-3859.0, ,SELL,44.72459124630571
18,2019-09-16,102000.0,367,102367.0,0.0, ,BUY,41.66290248771136
19,2019-10-16,99500.0,457,102367.0,-3324.0, ,SELL,38.427659306167776
20,2019-10-31,97500.0,351,97851.0,0.0, ,BUY,56.1823856925763
21,2019-12-06,94500.0,434,97851.0,-3785.0, ,SELL,42.92123594262193
