,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,CCI,BB_MAVG_20
0,2019-01-29,38100.0,137,38237.0,0.0,BUY, ,385.35
1,2019-03-04,36800.0,169,38237.0,-1606.0, ,SELL,356.2
2,2019-03-05,36200.0,130,36330.0,0.0,BUY, ,356.0
3,2019-03-06,36100.0,166,36330.0,-396.0, ,SELL,355.9
4,2019-03-08,36300.0,130,36430.0,0.0,BUY, ,355.7
5,2019-03-11,35700.0,164,36430.0,-894.0, ,SELL,355.45
6,2019-03-12,35400.0,127,35527.0,0.0,BUY, ,355.7
7,2019-04-10,35300.0,162,35527.0,-389.0,SELL, ,337.6
8,2019-04-23,33600.0,120,33720.0,0.0,BUY, ,336.25
9,2019-04-24,34200.0,157,33720.0,323.0,SELL, ,336.65
10,2019-05-06,36000.0,129,36129.0,0.0,BUY, ,350.3
11,2019-05-07,35500.0,163,36129.0,-792.0,SELL, ,351.35
12,2019-05-08,34600.0,124,34724.0,0.0,BUY, ,351.0
13,2019-05-31,33000.0,151,34724.0,-1875.0, ,SELL,317.95
14,2019-06-21,32000.0,115,32115.0,0.0,BUY, ,331.35
15,2019-09-02,24500.0,112,32115.0,-7727.0, ,SELL,245.3
16,2019-09-03,23400.0,84,23484.0,0.0,BUY, ,244.25
17,2019-09-05,25500.0,117,23484.0,1899.0,SELL, ,243.2
18,2019-09-19,24700.0,88,24788.0,0.0,BUY, ,248.2
19,2019-10-18,24800.0,114,24788.0,-102.0,SELL, ,231.5
20,2019-10-31,24400.0,87,24487.0,0.0,BUY, ,242.15
21,2019-11-06,25400.0,116,24487.0,797.0, ,SELL,243.8
22,2019-11-07,24800.0,89,24889.0,0.0,BUY, ,245.4
23,2019-11-11,25500.0,117,24889.0,494.0, ,SELL,247.75
24,2019-11-14,26400.0,95,26495.0,0.0,BUY, ,253.2
25,2019-11-15,25800.0,118,26495.0,-813.0, ,SELL,253.7
26,2019-11-18,25900.0,93,25993.0,0.0,BUY, ,253.3
27,2019-11-19,26200.0,120,25993.0,87.0,SELL, ,253.15
28,2019-11-21,25900.0,93,25993.0,0.0,BUY, ,252.85
29,2019-12-06,26000.0,119,25993.0,-112.0, ,SELL,251.95
