,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,SO,BB_MAVG_20,BB_atas_20,BB_bawah_20,SO_14
0,2019-03-25,105500.0,379,105879.0,0.0,BUY,BUY,1089.75,1146.8004162999719,1032.6995837000281,15.384615384615385
1,2019-04-03,114000.0,524,105879.0,7597.0,SELL,SELL,1094.0,1155.3677439702658,1032.6322560297342,96.0
2,2019-05-16,121000.0,435,121435.0,0.0,BUY,BUY,1244.0,1329.299472448545,1158.700527551455,7.142857142857143
