,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,SO,MFII_14,CCI_20,SO_14
0,2019-02-26,47400.0,170,47570.0,0.0, ,BUY, ,87.70623848038397,-18.899388549193862,52.17391304347826
1,2019-02-27,47400.0,218,47570.0,-388.0,SELL, , ,87.62491768613069,-32.900432900432534,52.17391304347826
2,2019-03-13,47600.0,171,47771.0,0.0, ,BUY, ,47.35306012837199,-124.77813276535377,28.88888888888889
3,2019-03-14,49400.0,227,47771.0,1402.0, ,SELL, ,50.54768949353045,45.82330391370269,48.888888888888886
4,2019-04-18,50500.0,181,50681.0,0.0, ,BUY, ,88.8626013259053,-46.7917535325449,50.0
5,2019-04-19,50500.0,232,50681.0,-413.0,SELL, , ,88.8626013259053,-4.975124378109165,50.0
6,2019-04-22,50500.0,181,50681.0,0.0, ,BUY, ,79.63068622432921,-45.534150612961156,50.0
7,2019-04-29,52500.0,241,50681.0,1578.0, ,SELL, ,65.6308567166028,173.5537190082651,70.0
8,2019-05-08,51000.0,183,51183.0,0.0, ,BUY, ,35.627555744427696,-17.553286763389416,34.78260869565217
9,2019-05-13,50500.0,232,51183.0,-915.0, ,SELL, ,52.494736685553264,51.12316034082085,30.0
10,2019-05-15,50000.0,180,50180.0,0.0, ,BUY, ,40.92948718978966,-96.99842022116859,20.0
11,2019-05-22,51500.0,236,50180.0,1084.0, ,SELL, ,18.834837044459007,28.464419475655053,50.0
12,2019-05-23,50000.0,180,50180.0,0.0, ,BUY, ,22.32515395643526,-47.67637852155054,20.0
13,2019-05-27,51500.0,236,50180.0,1084.0, ,SELL, ,22.81528567195916,5.194805194805782,50.0
14,2019-05-29,51000.0,183,51183.0,0.0, ,BUY, ,21.851397086879885,-11.743450767840807,40.0
15,2019-05-30,51000.0,234,51183.0,-417.0, ,SELL, ,10.089581828096627,37.03703703703704,34.78260869565217
16,2019-05-31,50500.0,181,50681.0,0.0,BUY, , ,5.251546207848378,3.442340791738379,23.91304347826087
17,2019-06-11,51000.0,234,50681.0,85.0, ,SELL,SELL,2.7445674741451853,45.454545454546384,90.9090909090909
18,2019-06-12,51500.0,185,51685.0,0.0,BUY, , ,5.645071146454342,119.02789284727832,100.0
19,2019-06-13,50500.0,232,51685.0,-1417.0, , ,SELL,4.738934529928073,-3.9817974971551657,81.81818181818181
20,2019-06-14,51000.0,183,51183.0,0.0,BUY, , ,4.346685372995154,113.38263012904227,90.9090909090909
21,2019-06-17,51500.0,236,51183.0,81.0, ,SELL,SELL,4.269023648829858,151.2605042016805,100.0
22,2019-06-18,52000.0,187,52187.0,0.0,BUY, , ,3.8295094991896548,112.43611584327176,100.0
23,2019-06-20,52500.0,241,52187.0,72.0, ,SELL,SELL,4.109751874150902,197.54977029096406,100.0
24,2019-06-21,52500.0,189,52689.0,0.0,BUY, , ,11.129679642984954,246.5192465192458,86.66666666666667
25,2019-06-24,52000.0,239,52689.0,-928.0, ,SELL,SELL,10.37706106546942,92.51192698610258,80.0
26,2019-06-25,52000.0,187,52187.0,0.0,BUY, , ,10.427199384400765,115.90909090909074,80.0
27,2019-06-26,52500.0,241,52187.0,72.0, ,SELL,SELL,11.113858705760393,115.93458344036218,86.66666666666667
28,2019-06-27,51000.0,183,51183.0,0.0,BUY, , ,11.016863143580409,10.820244328098006,66.66666666666667
29,2019-07-01,51500.0,236,51183.0,81.0, ,SELL, ,20.73703577328473,57.503625970479824,45.945945945945944
30,2019-07-02,50000.0,180,50180.0,0.0,BUY,BUY,BUY,18.49788893359934,-91.77661604846043,5.405405405405405
31,2019-07-09,51500.0,236,50180.0,1084.0, ,SELL, ,69.08740789930233,23.989898989899277,62.264150943396224
32,2019-07-12,51000.0,183,51183.0,0.0, ,BUY, ,36.482793130872224,-45.5486542443062,65.11627906976744
33,2019-07-19,51000.0,234,51183.0,-417.0, , ,SELL,33.03957693299209,-29.625326749927492,84.84848484848484
34,2019-07-22,50000.0,180,50180.0,0.0, ,BUY, ,34.03217795299268,-95.72943536830147,54.54545454545455
35,2019-07-24,51000.0,234,50180.0,586.0, ,SELL, ,41.14901619343692,0.0,73.6842105263158
36,2019-08-19,54000.0,194,54194.0,0.0, ,BUY, ,38.19152824507464,-9.127099718418911,41.666666666666664
37,2019-08-20,54000.0,248,54194.0,-442.0, ,SELL, ,30.266307102529368,31.853608946120264,41.666666666666664
38,2019-08-23,54500.0,196,54696.0,0.0, ,BUY, ,26.650204796149012,-70.57823129251669,75.0
39,2019-08-28,54500.0,250,54696.0,-446.0, ,SELL, ,13.953022605129192,9.259259259258744,75.0
40,2019-08-29,50000.0,180,50180.0,0.0,BUY, ,BUY,17.08966206989831,-390.24390243902417,0.0
41,2019-08-30,56000.0,257,50180.0,5563.0, ,SELL,SELL,37.99059117323928,21.097046413502536,100.0
42,2019-09-04,53000.0,190,53190.0,0.0, ,BUY, ,78.23909614373468,-64.93506493506463,50.0
43,2019-09-27,52000.0,239,53190.0,-1429.0, ,SELL, ,3.3405588370620904,2.069679199723729,54.54545454545455
44,2019-09-30,51000.0,183,51183.0,0.0,BUY,BUY, ,18.742283229361092,-80.07590132827285,31.818181818181817
45,2019-10-08,52000.0,239,51183.0,578.0, ,SELL, ,29.797990461628856,35.74957334051909,56.52173913043478
46,2019-10-10,50500.0,181,50681.0,0.0, ,BUY, ,29.859700111933975,-37.660818713450325,23.91304347826087
47,2019-10-11,51500.0,236,50681.0,583.0, ,SELL, ,65.62103408632814,8.168642951250504,45.65217391304348
48,2019-10-15,50000.0,180,50180.0,0.0, ,BUY,BUY,64.15015585872811,-86.64169787765242,13.043478260869565
49,2019-10-16,51500.0,236,50180.0,1084.0, ,SELL, ,53.28718091233617,78.59922178988421,45.65217391304348
50,2019-10-29,51000.0,183,51183.0,0.0, ,BUY, ,34.92625067774213,-54.72636815920333,37.5
51,2019-12-23,45000.0,207,51183.0,-6390.0, ,SELL, ,55.44717185109786,46.42694583523013,51.282051282051285
52,2019-12-26,44800.0,161,44961.0,0.0, ,BUY, ,50.27383772277373,-75.21697203471571,48.717948717948715
