,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14
0,2019-02-22,81000.0,291,81291.0,0.0, ,BUY,62.964253778073996
1,2019-03-12,80500.0,370,81291.0,-1161.0, ,SELL,40.39541334734754
2,2019-03-13,80000.0,288,80288.0,0.0, ,BUY,43.85986856330917
3,2019-03-14,83000.0,381,80288.0,2331.0, ,SELL,54.54813509117259
4,2019-03-20,80000.0,288,80288.0,0.0, ,BUY,58.44790292453235
5,2019-03-21,80000.0,368,80288.0,-656.0, ,SELL,57.10488055915085
6,2019-03-22,80000.0,288,80288.0,0.0, ,BUY,45.45460602848925
7,2019-04-30,77500.0,356,80288.0,-3144.0, ,SELL,50.449382803003246
8,2019-05-06,73000.0,262,73262.0,0.0, ,BUY,49.86578147467885
9,2019-05-30,70500.0,324,73262.0,-3086.0, ,SELL,41.17859407168544
10,2019-06-21,72000.0,259,72259.0,0.0, ,BUY,63.72325949267064
11,2019-06-24,72500.0,333,72259.0,-92.0, ,SELL,64.79673313528579
12,2019-06-26,71000.0,255,71255.0,0.0, ,BUY,58.5317722044133
13,2019-07-03,72000.0,331,71255.0,414.0, ,SELL,53.702826537689624
14,2019-07-18,75000.0,270,75270.0,0.0, ,BUY,62.29473612136534
15,2019-07-19,78500.0,361,75270.0,2869.0, ,SELL,67.58438204660499
16,2019-07-30,76000.0,273,76273.0,0.0, ,BUY,37.49765018360432
17,2019-08-13,74000.0,340,76273.0,-2613.0, ,SELL,46.19548678025648
18,2019-08-15,75000.0,270,75270.0,0.0, ,BUY,49.60905446700509
19,2019-08-16,76000.0,349,75270.0,381.0, ,SELL,52.17626248984296
20,2019-08-20,71000.0,255,71255.0,0.0, ,BUY,33.14424501443949
21,2019-08-22,72500.0,333,71255.0,912.0, ,SELL,62.18683436982588
22,2019-08-23,72500.0,261,72761.0,0.0, ,BUY,54.964232587321526
23,2019-08-29,72000.0,331,72761.0,-1092.0, ,SELL,55.724874786751876
24,2019-08-30,70500.0,253,70753.0,0.0, ,BUY,50.06567404331577
25,2019-10-11,64500.0,296,70753.0,-6549.0, ,SELL,43.33010908493738
26,2019-11-04,64000.0,230,64230.0,0.0, ,BUY,48.26086191892689
27,2019-11-12,66000.0,303,64230.0,1467.0, ,SELL,59.17451914422776
