,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,CCI,BB_MAVG_20
0,2019-02-04,92200.0,331,92531.0,0.0,BUY, ,938.4
1,2019-02-06,95200.0,437,92531.0,2232.0, ,SELL,950.7
2,2019-02-07,96000.0,345,96345.0,0.0,BUY, ,953.7
3,2019-03-22,83200.0,382,96345.0,-13527.0,SELL, ,783.5
4,2019-03-29,77800.0,280,78080.0,0.0,BUY, ,774.9
5,2019-04-01,79600.0,366,78080.0,1154.0, ,SELL,774.4
6,2019-04-02,77800.0,280,78080.0,0.0,BUY, ,773.6
7,2019-04-03,77800.0,357,78080.0,-637.0,SELL, ,774.0
8,2019-04-10,79400.0,285,79685.0,0.0,BUY, ,783.1
9,2019-04-30,79000.0,363,79685.0,-1048.0,SELL, ,765.9
10,2019-05-02,74000.0,266,74266.0,0.0,BUY, ,763.1
11,2019-05-29,72600.0,333,74266.0,-1999.0, ,SELL,683.9
12,2019-06-25,75600.0,272,75872.0,0.0,BUY, ,757.9
13,2019-06-26,75600.0,347,75872.0,-619.0, ,SELL,759.4
14,2019-06-27,75600.0,272,75872.0,0.0,BUY, ,760.9
15,2019-06-28,75800.0,348,75872.0,-420.0, ,SELL,762.2
16,2019-07-30,84600.0,304,84904.0,0.0,BUY, ,846.5
17,2019-08-08,86200.0,396,84904.0,900.0, ,SELL,856.1
18,2019-08-09,85000.0,306,85306.0,0.0,BUY, ,856.3
19,2019-08-12,87000.0,400,85306.0,1294.0, ,SELL,857.5
20,2019-08-15,87400.0,314,87714.0,0.0,BUY, ,862.8
21,2019-08-16,87400.0,402,87714.0,-716.0,SELL, ,862.8
22,2019-09-18,118500.0,426,118926.0,0.0,BUY, ,1167.0
23,2019-09-19,118000.0,542,118926.0,-1468.0, ,SELL,1175.75
24,2019-09-20,116500.0,419,116919.0,0.0,BUY, ,1183.25
25,2019-09-27,123000.0,565,116919.0,5516.0,SELL, ,1204.25
26,2019-10-18,128000.0,460,128460.0,0.0,BUY, ,1260.5
27,2019-10-21,132000.0,607,128460.0,2933.0,SELL, ,1267.75
28,2019-10-22,127500.0,459,127959.0,0.0,BUY, ,1276.5
29,2019-10-23,129000.0,593,127959.0,448.0, ,SELL,1281.5
30,2019-10-24,128500.0,462,128962.0,0.0,BUY, ,1285.25
31,2019-12-02,115000.0,529,128962.0,-14491.0, ,SELL,1096.0
32,2019-12-06,109500.0,394,109894.0,0.0,BUY, ,1093.25
33,2019-12-09,111000.0,510,109894.0,596.0,SELL, ,1093.75
34,2019-12-10,108000.0,388,108388.0,0.0,BUY, ,1092.25
35,2019-12-12,110500.0,508,108388.0,1604.0, ,SELL,1090.0
36,2019-12-17,114000.0,410,114410.0,0.0,BUY, ,1094.25
37,2019-12-18,114000.0,524,114410.0,-934.0,SELL, ,1098.75
