,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,SO,BB_MAVG_20
0,2019-02-04,92200.0,331,92531.0,0.0,BUY, ,938.4
1,2019-03-22,83200.0,382,92531.0,-9713.0,SELL, ,783.5
2,2019-03-29,77800.0,280,78080.0,0.0,BUY, ,774.9
3,2019-04-03,77800.0,357,78080.0,-637.0,SELL, ,774.0
4,2019-04-10,79400.0,285,79685.0,0.0,BUY, ,783.1
5,2019-04-30,79000.0,363,79685.0,-1048.0,SELL, ,765.9
6,2019-05-02,74000.0,266,74266.0,0.0,BUY, ,763.1
7,2019-05-29,72600.0,333,74266.0,-1999.0, ,SELL,683.9
8,2019-06-25,75600.0,272,75872.0,0.0,BUY, ,757.9
9,2019-07-01,77000.0,354,75872.0,774.0,SELL, ,764.1
10,2019-07-30,84600.0,304,84904.0,0.0,BUY, ,846.5
11,2019-08-13,87000.0,400,84904.0,1696.0,SELL, ,858.7
12,2019-08-15,87400.0,314,87714.0,0.0,BUY, ,862.8
13,2019-08-16,87400.0,402,87714.0,-716.0,SELL, ,862.8
14,2019-09-18,118500.0,426,118926.0,0.0,BUY, ,1167.0
15,2019-09-27,123000.0,565,118926.0,3509.0,SELL, ,1204.25
16,2019-10-18,128000.0,460,128460.0,0.0,BUY, ,1260.5
17,2019-10-21,132000.0,607,128460.0,2933.0,SELL, ,1267.75
18,2019-10-22,127500.0,459,127959.0,0.0,BUY, ,1276.5
19,2019-12-02,115000.0,529,127959.0,-13488.0, ,SELL,1096.0
20,2019-12-06,109500.0,394,109894.0,0.0,BUY, ,1093.25
21,2019-12-09,111000.0,510,109894.0,596.0,SELL, ,1093.75
22,2019-12-10,108000.0,388,108388.0,0.0,BUY, ,1092.25
23,2019-12-13,114500.0,526,108388.0,5586.0,SELL, ,1090.5
24,2019-12-17,114000.0,410,114410.0,0.0,BUY, ,1094.25
25,2019-12-18,114000.0,524,114410.0,-934.0,SELL, ,1098.75
