,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,BB_MAVG_20,BB_atas_20,BB_bawah_20
0,2019-01-29,837500.0,3015,840515.0,0.0,BUY,8277.5,8484.200266085945,8070.799733914056
1,2019-01-31,845000.0,3887,840515.0,598.0,SELL,8288.75,8503.502764825043,8073.997235174957
2,2019-02-04,820000.0,2952,822952.0,0.0,BUY,8296.25,8515.495866551688,8077.004133448312
3,2019-04-01,735000.0,3381,822952.0,-91333.0,SELL,7228.75,7405.013297370681,7052.486702629319
4,2019-04-22,752500.0,2709,755209.0,0.0,BUY,7515.0,7952.149859887876,7077.850140112124
5,2019-04-23,765000.0,3519,755209.0,6272.0,SELL,7542.5,7939.079121992056,7145.920878007944
6,2019-04-25,755000.0,2718,757718.0,0.0,BUY,7588.75,7880.0724158900075,7297.4275841099925
7,2019-05-30,720000.0,3312,757718.0,-41030.0,SELL,7116.25,7534.662177165033,6697.837822834967
8,2019-06-21,745000.0,2682,747682.0,0.0,BUY,7406.25,7730.624397879962,7081.875602120038
9,2019-07-11,752500.0,3461,747682.0,1357.0,SELL,7376.25,7594.467208303991,7158.032791696009
10,2019-07-17,710000.0,2556,712556.0,0.0,BUY,7357.5,7597.343699104203,7117.656300895797
11,2019-09-06,675000.0,3105,712556.0,-40661.0,SELL,6542.5,6791.045770432682,6293.954229567318
12,2019-09-16,670000.0,2412,672412.0,0.0,BUY,6587.5,6891.021004215484,6283.978995784516
13,2019-10-18,670000.0,3082,672412.0,-5494.0,SELL,6483.75,6743.208570873992,6224.291429126008
14,2019-11-07,672500.0,2421,674921.0,0.0,BUY,6736.25,7108.565390495717,6363.934609504283
15,2019-12-06,677500.0,3116,674921.0,-537.0,SELL,6586.25,6813.997118532762,6358.502881467238
16,2019-12-11,655000.0,2358,657358.0,0.0,BUY,6572.5,6777.37801248542,6367.62198751458
17,2019-12-13,685000.0,3151,657358.0,24491.0,SELL,6587.5,6824.407154809593,6350.592845190407
