,Date,Close Price,Fee,Purchased Price,Capital Gain,CCI,CCI_20
0,2019-02-12,34200.0,123,34323.0,0.0,BUY,-34.3505085876278
1,2019-02-13,35600.0,163,34323.0,1114.0,SELL,39.80598762334814
2,2019-02-25,34800.0,125,34925.0,0.0,BUY,-12.10826210826202
3,2019-02-27,35800.0,164,34925.0,711.0,SELL,9.929078014184237
4,2019-02-28,35200.0,126,35326.0,0.0,BUY,-17.98941798941787
5,2019-03-15,35000.0,161,35326.0,-487.0,SELL,6.36942675159288
6,2019-03-18,35000.0,126,35126.0,0.0,BUY,-9.906759906759843
7,2019-03-19,35600.0,163,35126.0,311.0,SELL,75.0988142292482
8,2019-03-22,34800.0,125,34925.0,0.0,BUY,-64.28885953324526
9,2019-06-10,24400.0,112,34925.0,-10637.0,SELL,5.291005291006123
10,2019-06-24,24600.0,88,24688.0,0.0,BUY,-1.740644038294808
11,2019-06-26,25200.0,115,24688.0,397.0,SELL,131.87702265372096
12,2019-07-17,26000.0,93,26093.0,0.0,BUY,-24.221734536291837
13,2019-07-22,27600.0,126,26093.0,1381.0,SELL,21.505376344086006
14,2019-07-25,26800.0,96,26896.0,0.0,BUY,-16.149596260093773
15,2019-10-16,19500.0,89,26896.0,-7485.0,SELL,9.309856304391639
16,2019-11-04,19500.0,70,19570.0,0.0,BUY,-3.089598352214331
17,2019-12-26,18700.0,86,19570.0,-956.0,SELL,14.075495841331106
