,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,CCI,BB_MAVG_20
0,2019-01-28,139000.0,500,139500.0,0.0,BUY, ,1388.25
1,2019-02-21,141500.0,650,139500.0,1350.0,SELL, ,1326.5
2,2019-02-28,131000.0,471,131471.0,0.0,BUY, ,1325.75
3,2019-03-04,141000.0,648,131471.0,8881.0, ,SELL,1325.0
4,2019-03-25,134500.0,484,134984.0,0.0,BUY, ,1395.75
5,2019-04-24,130500.0,600,134984.0,-5084.0, ,SELL,1301.5
6,2019-04-25,129000.0,464,129464.0,0.0,BUY, ,1299.0
7,2019-04-29,131500.0,604,129464.0,1432.0, ,SELL,1294.75
8,2019-05-06,131500.0,473,131973.0,0.0,BUY, ,1302.75
9,2019-05-07,131000.0,602,131973.0,-1575.0,SELL, ,1303.5
10,2019-05-08,129500.0,466,129966.0,0.0,BUY, ,1303.25
11,2019-05-23,128000.0,588,129966.0,-2554.0, ,SELL,1267.0
12,2019-05-24,126000.0,453,126453.0,0.0,BUY, ,1265.5
13,2019-05-27,126500.0,581,126453.0,-534.0,SELL, ,1263.0
14,2019-05-28,127000.0,457,127457.0,0.0,BUY, ,1261.25
15,2019-05-29,127000.0,584,127457.0,-1041.0,SELL, ,1259.5
16,2019-06-13,127500.0,459,127959.0,0.0,BUY, ,1266.5
17,2019-06-25,133000.0,611,127959.0,4430.0, ,SELL,1274.0
18,2019-07-09,133500.0,480,133980.0,0.0,BUY, ,1324.5
19,2019-07-10,134500.0,618,133980.0,-98.0,SELL, ,1327.75
20,2019-07-11,133500.0,480,133980.0,0.0,BUY, ,1330.25
21,2019-08-27,113000.0,519,133980.0,-21499.0, ,SELL,1093.25
22,2019-09-24,129500.0,466,129966.0,0.0,BUY, ,1315.75
23,2019-10-15,133000.0,611,129966.0,2423.0, ,SELL,1307.25
24,2019-10-16,131500.0,473,131973.0,0.0,BUY, ,1302.75
25,2019-10-17,132000.0,607,131973.0,-580.0, ,SELL,1300.25
26,2019-10-30,130500.0,469,130969.0,0.0,BUY, ,1313.75
27,2019-11-05,137000.0,630,130969.0,5401.0, ,SELL,1322.0
28,2019-11-07,138500.0,498,138998.0,0.0,BUY, ,1334.25
29,2019-11-08,141500.0,650,138998.0,1852.0,SELL, ,1340.25
30,2019-11-13,133500.0,480,133980.0,0.0,BUY, ,1352.0
31,2019-12-04,136000.0,625,133980.0,1395.0, ,SELL,1330.75
