,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,SO,MFII_14,SO_14
0,2019-03-29,89000.0,320,89320.0,0.0,BUY,BUY,13.790203823986843,13.793103448275861
1,2019-06-10,78000.0,358,89320.0,-11678.0,SELL,SELL,83.76490534517806,80.0
