,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,MFII_14
0,2019-02-12,25200.0,90,25290.0,0.0, ,BUY,60.57865922375076
1,2019-02-22,26600.0,122,25290.0,1188.0, ,SELL,72.40669884140422
2,2019-02-25,24000.0,86,24086.0,0.0, ,BUY,69.52750680891116
3,2019-03-28,24800.0,114,24086.0,600.0, ,SELL,60.09989699830657
4,2019-03-29,24000.0,86,24086.0,0.0, ,BUY,57.42608274667388
5,2019-04-02,28000.0,128,24086.0,3786.0,SELL, ,87.73756128823891
6,2019-04-12,27600.0,99,27699.0,0.0, ,BUY,77.16945938839115
7,2019-04-15,28000.0,128,27699.0,173.0, ,SELL,77.15924890559879
8,2019-04-29,29000.0,104,29104.0,0.0, ,BUY,64.92517410032849
9,2019-05-01,29600.0,136,29104.0,360.0, ,SELL,64.83714945211737
10,2019-05-02,29600.0,106,29706.0,0.0, ,BUY,65.08220604058532
11,2019-06-06,24400.0,112,29706.0,-5418.0, ,SELL,68.54749769700142
12,2019-07-17,32200.0,115,32315.0,0.0, ,BUY,73.89462908362611
13,2019-07-18,32400.0,149,32315.0,-64.0, ,SELL,75.38026252605002
14,2019-07-22,30600.0,110,30710.0,0.0, ,BUY,73.5514018735602
15,2019-08-19,31800.0,146,30710.0,944.0, ,SELL,50.46352005839099
16,2019-08-21,30800.0,110,30910.0,0.0, ,BUY,50.70220002262478
17,2019-08-23,31600.0,145,30910.0,545.0, ,SELL,68.55834775547046
18,2019-08-26,30200.0,108,30308.0,0.0, ,BUY,69.17064078162453
19,2019-08-29,31000.0,142,30308.0,550.0, ,SELL,63.52349334948457
20,2019-09-02,30800.0,110,30910.0,0.0, ,BUY,67.95545027676198
21,2019-10-21,27800.0,127,30910.0,-3237.0, ,SELL,64.77427022386686
22,2019-10-28,25600.0,92,25692.0,0.0, ,BUY,46.94951918219276
23,2019-10-30,26600.0,122,25692.0,786.0, ,SELL,48.69741681643251
24,2019-10-31,25400.0,91,25491.0,0.0, ,BUY,39.86085622147745
25,2019-12-16,21200.0,97,25491.0,-4388.0, ,SELL,62.63533766485167
