,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14,CCI_20
0,2019-05-16,50000.0,180,50180.0,0.0,BUY,BUY,18.096570417016835,-66.3484486873507
1,2019-07-30,53500.0,246,50180.0,3074.0,SELL,SELL,80.62469274394942,187.5658587987348
2,2019-08-27,54500.0,196,54696.0,0.0,BUY,BUY,9.529396430426289,-40.0432900432889
3,2019-10-17,52000.0,239,54696.0,-2935.0,SELL,SELL,83.9573048269649,160.17009213323894
4,2019-11-06,49000.0,176,49176.0,0.0,BUY,BUY,18.577357688844145,-197.56243075087366
