,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,MFII_14
0,2019-01-29,902500.0,3249,905749.0,0.0, ,BUY,50.99553043214126
1,2019-02-01,925000.0,4255,905749.0,14996.0, ,SELL,60.349863619525046
2,2019-02-07,907500.0,3267,910767.0,0.0, ,BUY,45.224314898868
3,2019-03-15,907500.0,4174,910767.0,-7441.0, ,SELL,49.481693816758806
4,2019-04-23,980000.0,3528,983528.0,0.0, ,BUY,72.21537530434833
5,2019-04-24,980000.0,4508,983528.0,-8036.0, ,SELL,70.21598028318148
6,2019-04-25,960000.0,3456,963456.0,0.0, ,BUY,58.814752209675895
7,2019-06-05,840000.0,3864,963456.0,-127320.0, ,SELL,54.17926134722602
8,2019-06-14,850000.0,3060,853060.0,0.0, ,BUY,43.051184518188585
9,2019-06-20,880000.0,4048,853060.0,22892.0, ,SELL,79.03916713004296
10,2019-07-16,907500.0,3267,910767.0,0.0, ,BUY,59.306757330698275
11,2019-09-11,800000.0,3680,910767.0,-114447.0, ,SELL,56.869429018824114
12,2019-09-16,767500.0,2763,770263.0,0.0, ,BUY,58.461169298519586
13,2019-09-18,790000.0,3634,770263.0,16103.0, ,SELL,65.87793069154748
14,2019-09-20,765000.0,2754,767754.0,0.0, ,BUY,53.30224646090068
15,2019-10-17,737500.0,3392,767754.0,-33646.0, ,SELL,60.56806956676412
16,2019-11-06,750000.0,2700,752700.0,0.0, ,BUY,52.589670470839955
17,2019-11-22,765000.0,3519,752700.0,8781.0, ,SELL,52.24211309278352
18,2019-11-25,750000.0,2700,752700.0,0.0, ,BUY,40.818246205616816
19,2019-12-09,757500.0,3484,752700.0,1316.0, ,SELL,53.68335600736835
20,2019-12-12,752500.0,2709,755209.0,0.0, ,BUY,48.14457524741227
21,2019-12-13,765000.0,3519,755209.0,6272.0, ,SELL,55.334822200707166
