,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14
0,2019-01-28,717500.0,2583,720083.0,0.0, ,BUY,36.47111945589339
1,2019-02-01,760000.0,3496,720083.0,36421.0, ,SELL,40.102788894791956
2,2019-02-04,735000.0,2646,737646.0,0.0, ,BUY,35.57692309269855
3,2019-02-11,762500.0,3507,737646.0,21347.0, ,SELL,43.180851567222795
4,2019-02-12,742500.0,2673,745173.0,0.0, ,BUY,45.451773416779595
5,2019-03-18,710000.0,3266,745173.0,-38439.0, ,SELL,32.437837513973875
6,2019-04-12,732500.0,2637,735137.0,0.0, ,BUY,55.172515452214235
7,2019-04-16,762500.0,3507,735137.0,23856.0, ,SELL,66.54184317137722
8,2019-05-06,752500.0,2709,755209.0,0.0, ,BUY,53.91521113219389
9,2019-05-24,770000.0,3542,755209.0,11249.0, ,SELL,53.81264197320526
10,2019-05-28,737500.0,2655,740155.0,0.0, ,BUY,38.47109663905681
11,2019-05-29,755000.0,3473,740155.0,11372.0, ,SELL,44.51089595885508
12,2019-07-05,782500.0,2817,785317.0,0.0, ,BUY,33.61135691891407
13,2019-07-10,795000.0,3657,785317.0,6026.0, ,SELL,36.563440647515776
14,2019-07-18,785000.0,2826,787826.0,0.0, ,BUY,36.33832082311688
15,2019-07-31,797500.0,3668,787826.0,6006.0, ,SELL,35.51258438991947
16,2019-08-01,777500.0,2799,780299.0,0.0, ,BUY,29.028115711933026
17,2019-09-12,715000.0,3289,780299.0,-68588.0, ,SELL,61.942341312593314
18,2019-09-16,700000.0,2520,702520.0,0.0, ,BUY,56.78399926578861
19,2019-09-18,720000.0,3312,702520.0,14168.0, ,SELL,57.8735377235763
20,2019-09-23,700000.0,2520,702520.0,0.0, ,BUY,49.16128179221252
21,2019-10-18,677500.0,3116,702520.0,-28136.0, ,SELL,64.86011017384772
22,2019-11-13,687500.0,2475,689975.0,0.0, ,BUY,31.439002276582002
23,2019-11-19,715000.0,3289,689975.0,21736.0, ,SELL,35.56665266375103
24,2019-11-25,697500.0,2511,700011.0,0.0, ,BUY,32.3498644251103
25,2019-12-02,710000.0,3266,700011.0,6723.0, ,SELL,30.862543644546093
