,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14,CCI_20
0,2019-02-27,85800.0,308,86108.0,0.0,BUY,BUY,16.619055368222902,-122.6972540841155
1,2019-05-29,72600.0,333,86108.0,-13841.0,SELL,SELL,85.33360414946179,39.05160390516039
2,2019-11-01,122000.0,439,122439.0,0.0,BUY,BUY,16.894424348799575,-153.86230058774098
