,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14
0,2019-01-29,38100.0,137,38237.0,0.0, ,BUY,52.90588441130973
1,2019-03-04,36800.0,169,38237.0,-1606.0, ,SELL,62.88856332159945
2,2019-03-13,35500.0,127,35627.0,0.0, ,BUY,36.620361866564856
3,2019-04-10,35300.0,162,35627.0,-489.0, ,SELL,50.041958335091735
4,2019-05-08,34600.0,124,34724.0,0.0, ,BUY,53.964142972237774
5,2019-05-31,33000.0,151,34724.0,-1875.0, ,SELL,57.889935071530026
6,2019-06-21,32000.0,115,32115.0,0.0, ,BUY,57.20802612467551
7,2019-09-02,24500.0,112,32115.0,-7727.0, ,SELL,57.99760139539439
8,2019-09-03,23400.0,84,23484.0,0.0, ,BUY,58.110993378583764
9,2019-09-05,25500.0,117,23484.0,1899.0, ,SELL,52.8876242759133
10,2019-09-20,24900.0,89,24989.0,0.0, ,BUY,48.60232275531851
11,2019-10-18,24800.0,114,24989.0,-303.0, ,SELL,63.40596630391155
12,2019-11-01,23800.0,85,23885.0,0.0, ,BUY,73.1969539699786
13,2019-11-06,25400.0,116,23885.0,1399.0, ,SELL,72.48386396976584
14,2019-11-08,23500.0,84,23584.0,0.0, ,BUY,38.946389110700125
15,2019-11-11,25500.0,117,23584.0,1799.0, ,SELL,40.19768480207906
16,2019-11-22,24400.0,87,24487.0,0.0, ,BUY,43.27165923679717
17,2019-12-06,26000.0,119,24487.0,1394.0, ,SELL,71.5488566414063
