,Date,Close Price,Fee,Purchased Price,Capital Gain,CCI,SO,CCI_20
0,2019-01-28,309000.0,1112,310112.0,0.0,BUY, ,-38.851641739728215
1,2019-01-29,350000.0,1610,310112.0,38278.0,SELL, ,87.80826073765874
2,2019-02-25,361000.0,1299,362299.0,0.0,BUY, ,-7.933955183874596
3,2019-04-02,370000.0,1702,362299.0,5999.0,SELL, ,59.440945751850286
4,2019-04-24,370000.0,1332,371332.0,0.0,BUY, ,-100.32095369096787
5,2019-04-25,370000.0,1702,371332.0,-3034.0,SELL, ,43.94353369763191
6,2019-05-17,399000.0,1436,400436.0,0.0, ,BUY,34.62749213011542
7,2019-05-20,399000.0,1835,400436.0,-3271.0,SELL, ,32.53968253968242
8,2019-05-21,399000.0,1436,400436.0,0.0, ,BUY,26.05363984674305
9,2019-05-22,399000.0,1835,400436.0,-3271.0,SELL, ,16.302462712452098
10,2019-05-23,399000.0,1436,400436.0,0.0, ,BUY,1.8977904297137183
11,2019-06-12,480000.0,2208,400436.0,77356.0, ,SELL,576.4781491002569
12,2019-06-18,400000.0,1440,401440.0,0.0,BUY, ,-25.310234672564157
13,2019-06-27,410000.0,1886,401440.0,6674.0,SELL, ,8.468552001236345
14,2019-07-01,400000.0,1440,401440.0,0.0,BUY, ,-34.50035074293727
15,2019-07-10,410000.0,1886,401440.0,6674.0,SELL, ,0.3650967506387864
16,2019-07-17,380000.0,1368,381368.0,0.0,BUY, ,-140.24732996065208
17,2019-07-23,400000.0,1840,381368.0,16792.0,SELL, ,41.970234759324896
18,2019-08-28,472000.0,1699,473699.0,0.0, ,BUY,32.499999999999986
19,2019-08-29,472000.0,2171,473699.0,-3870.0,SELL, ,26.88172043010645
20,2019-08-30,472000.0,1699,473699.0,0.0, ,BUY,20.443520443521482
21,2019-09-05,475000.0,2185,473699.0,-884.0,SELL, ,4.576659038901621
22,2019-09-09,474000.0,1706,475706.0,0.0,BUY, ,-66.0377358490531
23,2019-09-10,474000.0,2180,475706.0,-3886.0,SELL, ,91.19496855346307
24,2019-09-27,473000.0,1702,474702.0,0.0, ,BUY,15.889464594130038
25,2019-09-30,473000.0,2175,474702.0,-3877.0,SELL, ,7.130124777186956
26,2019-10-01,472000.0,1699,473699.0,0.0,BUY, ,-73.56321839080053
27,2019-10-14,474000.0,2180,473699.0,-1879.0,SELL, ,55.880441845349104
28,2019-10-17,472000.0,1699,473699.0,0.0,BUY, ,-40.57971014493025
29,2019-11-04,475000.0,2185,473699.0,-884.0,SELL, ,19.102990033222596
30,2019-11-06,460000.0,1656,461656.0,0.0,BUY, ,-19.525801952579933
31,2019-11-14,475000.0,2185,461656.0,11159.0,SELL, ,172.6190476190461
32,2019-12-18,484000.0,1742,485742.0,0.0, ,BUY,40.12345679012427
33,2019-12-19,484000.0,2226,485742.0,-3968.0,SELL, ,36.42793987621672
34,2019-12-20,484000.0,1742,485742.0,0.0, ,BUY,32.56212510711347
35,2019-12-23,484000.0,2226,485742.0,-3968.0,SELL, ,27.848820687696985
