,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,CCI,BB_MAVG_20
0,2019-02-12,34200.0,123,34323.0,0.0,BUY, ,345.9
1,2019-02-13,35600.0,163,34323.0,1114.0, ,SELL,346.9
2,2019-02-15,35000.0,126,35126.0,0.0,BUY, ,348.2
3,2019-02-18,36400.0,167,35126.0,1107.0, ,SELL,349.2
4,2019-02-25,34800.0,125,34925.0,0.0,BUY, ,353.2
5,2019-02-27,35800.0,164,34925.0,711.0, ,SELL,355.1
6,2019-02-28,35200.0,126,35326.0,0.0,BUY, ,355.4
7,2019-03-15,35000.0,161,35326.0,-487.0, ,SELL,352.1
8,2019-03-18,35000.0,126,35126.0,0.0,BUY, ,351.4
9,2019-03-19,35600.0,163,35126.0,311.0, ,SELL,351.0
10,2019-03-21,35000.0,126,35126.0,0.0,BUY, ,350.4
11,2019-06-10,24400.0,112,35126.0,-10838.0, ,SELL,242.4
12,2019-06-11,24600.0,88,24688.0,0.0,BUY, ,242.7
13,2019-06-12,25000.0,115,24688.0,197.0,SELL, ,243.0
14,2019-06-18,24400.0,87,24487.0,0.0,BUY, ,243.3
15,2019-06-19,24400.0,112,24487.0,-199.0, ,SELL,243.5
16,2019-06-21,24800.0,89,24889.0,0.0,BUY, ,244.0
17,2019-06-26,25200.0,115,24889.0,196.0, ,SELL,244.9
18,2019-07-16,26200.0,94,26294.0,0.0,BUY, ,263.7
19,2019-07-22,27600.0,126,26294.0,1180.0, ,SELL,267.3
20,2019-07-23,27200.0,97,27297.0,0.0,BUY, ,268.7
21,2019-07-24,27200.0,125,27297.0,-222.0, ,SELL,269.7
22,2019-07-25,26800.0,96,26896.0,0.0,BUY, ,270.8
23,2019-10-16,19500.0,89,26896.0,-7485.0, ,SELL,190.65
24,2019-11-01,19300.0,69,19369.0,0.0,BUY, ,193.7
25,2019-12-26,18700.0,86,19369.0,-755.0, ,SELL,185.8
26,2019-12-30,18600.0,66,18666.0,0.0,BUY, ,185.95
