,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,SO,MFII_14,SO_14
0,2019-05-08,896000.0,3225,899225.0,0.0,BUY,BUY,17.679275371358017,18.061674008810574
1,2019-06-19,918000.0,4222,899225.0,14553.0,SELL,SELL,81.87167242107012,96.2406015037594
2,2019-10-07,880000.0,3168,883168.0,0.0,BUY,BUY,14.298629004546157,0.0
