,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,CCI,SO,BB_MAVG_20,BB_atas_20,BB_bawah_20,CCI_20,SO_14
0,2019-01-29,134000.0,482,134482.0,0.0,BUY,BUY,BUY,1394.5,1526.3673575984594,1262.6326424015406,-57.66840666169495,2.857142857142857
1,2019-02-21,141500.0,650,134482.0,6368.0,SELL,SELL,SELL,1326.5,1441.8299614150637,1211.1700385849363,81.18925100057152,97.5609756097561
2,2019-03-25,134500.0,484,134984.0,0.0,BUY,BUY,BUY,1395.75,1483.001074491951,1308.498925508049,-77.94925451216324,6.896551724137931
3,2019-05-31,129500.0,595,134984.0,-6079.0,SELL,SELL,SELL,1253.75,1337.8853076894607,1169.6146923105393,56.12378704432166,93.10344827586206
4,2019-06-14,123500.0,444,123944.0,0.0,BUY,BUY,BUY,1269.5,1328.2281874401058,1210.7718125598942,-61.24852767962353,5.882352941176471
5,2019-07-02,142000.0,653,123944.0,17403.0,SELL,SELL,SELL,1302.25,1422.9345060477945,1181.5654939522055,180.62397372742248,85.41666666666667
6,2019-07-15,127500.0,459,127959.0,0.0,BUY,BUY,BUY,1332.5,1466.0102992281873,1198.9897007718127,-64.79313036690073,4.878048780487805
7,2019-09-02,115500.0,531,127959.0,-12990.0,SELL,SELL,SELL,1078.0,1156.4474346298243,999.5525653701757,123.53293926154412,96.66666666666667
8,2019-09-26,128500.0,462,128962.0,0.0,BUY,BUY,BUY,1335.25,1530.3518964541354,1140.1481035458646,-29.401172117997454,11.11111111111111
9,2019-10-21,136500.0,627,128962.0,6911.0,SELL,SELL,SELL,1295.5,1350.263126280374,1240.736873719626,178.2502044153718,96.55172413793103
10,2019-11-01,127000.0,457,127457.0,0.0,BUY,BUY,BUY,1316.0,1390.8064168370613,1241.1935831629387,-90.48833475016542,14.814814814814815
11,2019-11-06,139000.0,639,127457.0,10904.0,SELL,SELL,SELL,1328.0,1401.5119037979573,1254.4880962020427,127.9601990049754,87.5
12,2019-11-27,129500.0,466,129966.0,0.0,BUY,BUY,BUY,1338.5,1428.2273648337011,1248.7726351662989,-64.08655846858065,12.121212121212121
13,2019-12-05,146000.0,671,129966.0,15363.0,SELL,SELL,SELL,1334.5,1445.8956911195407,1223.1043088804593,161.61181616118196,100.0
