,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,CCI,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20,CCI_20
0,2019-01-28,57500.0,207,57707.0,0.0, ,BUY,BUY,27.51635928241295,576.25,597.900635094611,554.599364905389,-22.408963585433863
1,2019-01-30,57500.0,264,57707.0,-471.0, ,SELL,SELL,21.647268695699196,574.75,587.1898553046248,562.3101446953752,1.0582010582015404
2,2019-02-15,58500.0,210,58710.0,0.0, ,BUY,BUY,55.885074031640045,587.0,617.2324329156619,556.7675670843381,-3.472222222222622
3,2019-02-19,60500.0,278,58710.0,1512.0, ,SELL,SELL,71.40152511649194,590.0,618.1069386451104,561.8930613548896,80.29878618113926
4,2019-02-28,60000.0,216,60216.0,0.0, ,BUY,BUY,44.40985511621232,601.75,621.0567345763078,582.4432654236922,-1.4214641080319164
5,2019-03-05,61000.0,280,60216.0,504.0, ,SELL,SELL,62.25774552401972,605.75,626.0662496539101,585.4337503460899,120.67510548523161
6,2019-03-12,60500.0,217,60717.0,0.0, ,BUY,BUY,48.28480281245871,607.0,627.8326666559997,586.1673333440003,-8.740564163686559
7,2019-03-14,61000.0,280,60717.0,3.0, ,SELL,SELL,51.7735556316406,608.0,627.8494332412791,588.1505667587209,15.653775322283153
8,2019-03-15,60500.0,217,60717.0,0.0, ,BUY,BUY,49.06568882040926,609.0,625.9115345252877,592.0884654747123,-40.22988505747062
9,2019-03-29,63500.0,292,60717.0,2491.0,SELL,SELL, ,90.48605639942376,611.5,628.5587221092319,594.4412778907681,280.4054054054054
10,2019-04-18,65000.0,234,65234.0,0.0, ,BUY,BUY,80.28354545389107,648.75,703.2362367942584,594.2637632057416,-0.773096250482834
11,2019-04-26,68000.0,312,65234.0,2454.0, ,SELL,SELL,53.48667675393424,663.25,689.759432283623,636.740567716377,75.55555555555553
12,2019-05-13,66500.0,239,66739.0,0.0, ,BUY,BUY,79.87307825592603,682.5,734.3169856321264,630.6830143678736,-12.515964240102283
13,2019-07-24,61000.0,280,66739.0,-6019.0, ,SELL,SELL,58.90026716785664,608.25,618.8683802907972,597.6316197092028,122.48062015503915
14,2019-07-26,61000.0,219,61219.0,0.0, ,BUY,BUY,50.91058151891716,609.0,618.7979589711323,599.2020410288677,-16.620498614960944
15,2019-08-01,65500.0,301,61219.0,3980.0,SELL,SELL, ,83.27169608654036,614.5,638.5624188310318,590.4375811689682,358.76288659794085
16,2019-08-06,62500.0,225,62725.0,0.0, ,BUY,BUY,82.1258374673045,617.5,643.0929677841393,591.9070322158607,-1.0482180293498709
17,2019-08-07,63500.0,292,62725.0,483.0,SELL,SELL,SELL,82.14561404581582,618.75,645.1838797757724,592.3161202242276,95.50827423167884
18,2019-09-04,64500.0,232,64732.0,0.0, ,BUY,BUY,51.71100586848274,646.5,662.3429795177545,630.6570204822455,-40.81632653061375
19,2019-09-13,66500.0,305,64732.0,1463.0, ,SELL,SELL,60.29347101484012,649.75,663.3422772190678,636.1577227809322,183.71212121212258
20,2019-09-16,64000.0,230,64230.0,0.0, ,BUY,BUY,47.89002498235317,649.5,663.6067359796656,635.3932640203344,-30.662710187933087
21,2019-09-18,65500.0,301,64230.0,969.0, ,SELL,SELL,54.94135499803856,649.25,662.0073508221727,636.4926491778273,52.91005291005203
22,2019-09-24,64500.0,232,64732.0,0.0, ,BUY,BUY,68.28530894793688,649.75,662.1898553046243,637.3101446953757,-18.962075848303744
23,2019-10-01,66000.0,303,64732.0,965.0, ,SELL,SELL,69.46755487254238,651.75,664.8934394280946,638.6065605719054,81.65548098434053
24,2019-10-03,65500.0,235,65735.0,0.0, ,BUY,BUY,83.14966845716044,653.25,665.1978031453482,641.3021968546518,-11.605415860733226
25,2019-10-04,65500.0,301,65735.0,-536.0,SELL,SELL,SELL,89.48904413810267,653.5,665.3743420870376,641.6256579129624,8.196721311475418
26,2019-10-07,65500.0,235,65735.0,0.0, ,BUY,BUY,82.85723378127375,653.75,665.5292189893894,641.9707810106106,-79.0960451977412
27,2019-10-08,65000.0,299,65735.0,-1034.0,SELL, , ,82.43473309005401,653.75,665.5292189893894,641.9707810106106,-84.79532163742557
28,2019-10-09,65500.0,235,65735.0,0.0, ,BUY,BUY,82.49636091369584,653.75,665.5292189893894,641.9707810106106,-19.147084421235125
29,2019-10-10,65500.0,301,65735.0,-536.0,SELL,SELL,SELL,80.71131930196361,654.5,664.4498743710658,644.5501256289342,13.888888888888099
30,2019-10-22,66000.0,237,66237.0,0.0, ,BUY,BUY,41.562417788485924,658.5,669.0356537528523,647.9643462471477,-32.52032520325208
31,2019-10-24,66000.0,303,66237.0,-540.0, ,SELL,SELL,33.768921499672004,659.0,669.2956301409865,648.7043698590135,40.816326530612265
32,2019-10-29,66500.0,239,66739.0,0.0,BUY,BUY,BUY,4.5863415759361885,660.25,670.9621426428139,649.5378573571861,-26.66666666666787
33,2019-10-30,67000.0,308,66739.0,-47.0, ,SELL,SELL,7.838726034456087,660.75,672.2717186218025,649.2282813781975,171.35709818636624
34,2019-10-31,67000.0,241,67241.0,0.0,BUY, , ,8.278214549425442,661.5,673.3743420870376,649.6256579129624,167.81609195402254
35,2019-12-26,63000.0,289,67241.0,-4530.0, ,SELL,SELL,54.13244946620285,627.75,634.4395440801292,621.0604559198708,101.75438596491301
36,2019-12-30,61000.0,219,61219.0,0.0, ,BUY,BUY,31.056172366567168,627.0,637.1980390271851,616.8019609728149,-172.83950617284177
