,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,SO,MFII_14,CCI_20,SO_14
0,2019-02-04,820000.0,2952,822952.0,0.0, ,BUY,BUY,54.80581607385753,-0.31580609505717566,17.647058823529413
1,2019-03-29,730000.0,3358,822952.0,-96310.0, ,SELL,SELL,51.20983385240523,12.652705061081729,80.0
2,2019-04-25,755000.0,2718,757718.0,0.0, ,BUY, ,65.59748088734557,-35.349940688018805,26.923076923076923
3,2019-04-30,762500.0,3507,757718.0,1275.0, ,SELL, ,73.82963207462704,3.2240730789897913,36.0
4,2019-05-01,762500.0,2745,765245.0,0.0, ,BUY, ,77.3416601050708,-5.91715976331361,36.0
5,2019-05-29,720000.0,3312,765245.0,-48557.0, ,SELL,SELL,40.59760293562873,16.550657385924435,88.46153846153847
6,2019-06-24,735000.0,2646,737646.0,0.0, ,BUY,BUY,31.758593207557794,-25.804835274958894,12.5
7,2019-07-10,745000.0,3427,737646.0,3927.0, ,SELL, ,32.213307511441286,20.435510887771702,63.1578947368421
8,2019-07-17,710000.0,2556,712556.0,0.0, ,BUY,BUY,36.134929104892315,-125.20325203252045,0.0
9,2019-08-30,667500.0,3070,712556.0,-48126.0, ,SELL,SELL,29.173221403550002,10.314111579934092,85.0
10,2019-09-03,647500.0,2331,649831.0,0.0, ,BUY, ,28.441568009415704,-47.52066115702483,45.0
11,2019-09-05,670000.0,3082,649831.0,17087.0, ,SELL,SELL,36.04843736939874,61.32542037586567,90.0
12,2019-09-17,647500.0,2331,649831.0,0.0, ,BUY,BUY,38.018769249464455,-18.22541966426876,18.181818181818183
13,2019-09-18,670000.0,3082,649831.0,17087.0, ,SELL, ,44.216914811381834,19.668737060041583,59.09090909090909
14,2019-09-20,657500.0,2367,659867.0,0.0, ,BUY, ,31.475920548595923,-41.74573055028391,36.36363636363637
15,2019-09-26,670000.0,3082,659867.0,7051.0, ,SELL, ,32.69547070667963,8.865248226950618,57.142857142857146
16,2019-09-30,660000.0,2376,662376.0,0.0, ,BUY, ,36.972934414918846,-13.446567586694725,38.095238095238095
17,2019-10-17,662500.0,3047,662376.0,-2923.0, ,SELL,SELL,37.17135486025406,38.086669665616576,88.23529411764706
18,2019-11-08,662500.0,2385,664885.0,0.0, ,BUY,BUY,50.869900303400485,-49.2686682063127,16.666666666666668
19,2019-12-05,670000.0,3082,664885.0,2033.0, ,SELL,SELL,39.63885357547052,73.5382760699216,100.0
20,2019-12-12,655000.0,2358,657358.0,0.0, ,BUY, ,29.50633608046286,-5.271695052716363,47.05882352941177
21,2019-12-13,685000.0,3151,657358.0,24491.0, ,SELL,SELL,42.97038416833901,198.39142091152797,90.9090909090909
