,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,MFII_14
0,2019-02-12,34200.0,123,34323.0,0.0, ,BUY,58.11073412506177
1,2019-02-14,35600.0,163,34323.0,1114.0, ,SELL,67.4417865971603
2,2019-02-15,35000.0,126,35126.0,0.0, ,BUY,68.87789585667448
3,2019-02-19,36400.0,167,35126.0,1107.0, ,SELL,74.87029489996254
4,2019-02-25,34800.0,125,34925.0,0.0, ,BUY,60.06888350676924
5,2019-03-20,35400.0,162,34925.0,313.0, ,SELL,50.007688312355064
6,2019-03-21,35000.0,126,35126.0,0.0, ,BUY,53.2965270173916
7,2019-06-12,25000.0,115,35126.0,-10241.0, ,SELL,78.16909425708174
8,2019-06-18,24400.0,87,24487.0,0.0, ,BUY,84.18721227137594
9,2019-06-19,24400.0,112,24487.0,-199.0,SELL, ,84.18721227137594
10,2019-06-21,24800.0,89,24889.0,0.0, ,BUY,76.01996271384458
11,2019-06-27,24600.0,113,24889.0,-402.0, ,SELL,70.35815628189711
12,2019-07-16,26200.0,94,26294.0,0.0, ,BUY,71.93012772707942
13,2019-10-17,20600.0,94,26294.0,-5788.0, ,SELL,62.7374549009533
14,2019-11-01,19300.0,69,19369.0,0.0, ,BUY,41.617012833592355
15,2019-12-27,18700.0,86,19369.0,-755.0, ,SELL,19.494920617901514
16,2019-12-30,18600.0,66,18666.0,0.0,BUY, ,17.510697366659926
