,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,SO,MFII_14,CCI_20,SO_14
0,2019-03-11,34400.0,123,34523.0,0.0, ,BUY,BUY,21.296731800789857,-115.71125265392861,16.666666666666668
1,2019-06-13,24600.0,113,34523.0,-10036.0,SELL,SELL, ,85.27064358643761,154.16666666666737,33.333333333333336
2,2019-07-18,25800.0,92,25892.0,0.0, ,BUY,BUY,68.82277847186651,-29.030318646396946,17.391304347826086
3,2019-10-17,20600.0,94,25892.0,-5386.0, ,SELL,SELL,62.7374549009533,108.59281225729009,88.57142857142857
4,2019-11-05,19400.0,69,19469.0,0.0, ,BUY,BUY,36.68118466898955,-7.185163608117385,11.11111111111111
