,Date,Close Price,Fee,Purchased Price,Capital Gain,SO,SO_14
0,2019-08-06,37400.0,134,37534.0,0.0,BUY,0.0
1,2019-08-14,41000.0,188,37534.0,3278.0,SELL,100.0
2,2019-09-18,40000.0,144,40144.0,0.0,BUY,4.761904761904762
3,2019-10-22,40600.0,186,40144.0,270.0,SELL,85.71428571428571
4,2019-10-30,37400.0,134,37534.0,0.0,BUY,4.761904761904762
5,2019-11-06,45000.0,207,37534.0,7259.0,SELL,93.02325581395348
6,2019-11-25,40000.0,144,40144.0,0.0,BUY,3.225806451612903
