,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,CCI,BB_MAVG_20,BB_atas_20,BB_bawah_20,CCI_20
0,2019-02-04,820000.0,2952,822952.0,0.0,BUY,BUY,8296.25,8515.495866551688,8077.004133448312,-0.31580609505717566
1,2019-04-01,735000.0,3381,822952.0,-91333.0,SELL,SELL,7228.75,7405.013297370681,7052.486702629319,114.1292903769219
2,2019-04-25,755000.0,2718,757718.0,0.0,BUY,BUY,7588.75,7880.0724158900075,7297.4275841099925,-35.349940688018805
3,2019-05-30,720000.0,3312,757718.0,-41030.0,SELL,SELL,7116.25,7534.662177165033,6697.837822834967,35.294117647058826
4,2019-06-24,735000.0,2646,737646.0,0.0,BUY,BUY,7415.0,7722.977271888671,7107.022728111329,-25.804835274958894
5,2019-07-11,752500.0,3461,737646.0,11393.0,SELL,SELL,7376.25,7594.467208303991,7158.032791696009,95.76988155668377
6,2019-07-17,710000.0,2556,712556.0,0.0,BUY,BUY,7357.5,7597.343699104203,7117.656300895797,-125.20325203252045
7,2019-09-06,675000.0,3105,712556.0,-40661.0,SELL,SELL,6542.5,6791.045770432682,6293.954229567318,123.98190045248926
8,2019-09-17,647500.0,2331,649831.0,0.0,BUY,BUY,6590.0,6888.914703552662,6291.085296447338,-18.22541966426876
9,2019-10-18,670000.0,3082,649831.0,17087.0,SELL,SELL,6483.75,6743.208570873992,6224.291429126008,128.80396319886742
10,2019-11-08,662500.0,2385,664885.0,0.0,BUY,BUY,6743.75,7100.427375228621,6387.072624771379,-49.2686682063127
11,2019-12-06,677500.0,3116,664885.0,9499.0,SELL,SELL,6586.25,6813.997118532762,6358.502881467238,132.87904599659277
12,2019-12-12,655000.0,2358,657358.0,0.0,BUY,BUY,6571.25,6776.356679559628,6366.143320440372,-5.271695052716363
13,2019-12-13,685000.0,3151,657358.0,24491.0,SELL,SELL,6587.5,6824.407154809593,6350.592845190407,198.39142091152797
