,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14,CCI_20
0,2019-05-14,52500.0,189,52689.0,0.0,BUY,BUY,19.492082924369683,-104.24242424242408
1,2019-09-09,37800.0,173,52689.0,-15062.0,SELL,SELL,81.23869864733001,86.85968819599128
2,2019-11-26,27200.0,97,27297.0,0.0,BUY,BUY,19.72411276868084,-110.17123994223243
3,2019-12-18,30400.0,139,27297.0,2964.0,SELL,SELL,84.4776642084909,122.41490044958269
