,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,BB_MAVG_20,BB_atas_20,BB_bawah_20
0,2019-01-31,91000.0,327,91327.0,0.0,BUY,914.75,933.0461744635321,896.4538255364679
1,2019-02-04,92500.0,425,91327.0,748.0,SELL,916.5,934.1351920885486,898.8648079114514
2,2019-02-18,94500.0,340,94840.0,0.0,BUY,926.0,942.0000000000005,909.9999999999995
3,2019-02-19,93500.0,430,94840.0,-1770.0,SELL,927.5,940.7287565553236,914.2712434446764
4,2019-03-22,109500.0,394,109894.0,0.0,BUY,1091.75,1146.5473539507166,1036.9526460492834
5,2019-04-03,114000.0,524,109894.0,3582.0,SELL,1094.0,1155.3677439702658,1032.6322560297342
6,2019-04-04,110000.0,396,110396.0,0.0,BUY,1094.75,1156.026014883477,1033.473985116523
7,2019-04-09,114000.0,524,110396.0,3080.0,SELL,1095.75,1159.253936885835,1032.246063114165
8,2019-04-26,123500.0,444,123944.0,0.0,BUY,1149.75,1240.7156528586484,1058.7843471413516
9,2019-04-29,128500.0,591,123944.0,3965.0,SELL,1162.0,1256.466925428957,1067.533074571043
10,2019-05-10,124000.0,446,124446.0,0.0,BUY,1232.75,1342.5441255259136,1122.9558744740864
11,2019-05-23,133500.0,614,124446.0,8440.0,SELL,1260.5,1334.5202674947889,1186.4797325052111
12,2019-06-13,109000.0,392,109392.0,0.0,BUY,1352.0,1531.28747864812,1172.71252135188
13,2019-09-09,77500.0,356,109392.0,-32248.0,SELL,672.25,771.4203080563948,573.0796919436052
14,2019-09-23,70000.0,252,70252.0,0.0,BUY,694.25,822.2451170943651,566.2548829056349
15,2019-10-15,70000.0,322,70252.0,-574.0,SELL,685.5,736.185303589899,634.814696410101
16,2019-10-18,68500.0,246,68746.0,0.0,BUY,680.25,719.4258854399009,641.0741145600991
17,2019-10-21,69500.0,319,68746.0,435.0,SELL,680.0,718.7298334620772,641.2701665379228
18,2019-11-05,72500.0,261,72761.0,0.0,BUY,692.5,723.5644491340219,661.4355508659781
19,2019-11-06,73000.0,335,72761.0,-96.0,SELL,696.25,726.3954805899696,666.1045194100304
20,2019-11-11,70000.0,252,70252.0,0.0,BUY,700.75,722.9479728804283,678.5520271195717
21,2019-12-23,66500.0,305,70252.0,-4057.0,SELL,663.75,680.7426454679733,646.7573545320267
22,2019-12-26,66000.0,237,66237.0,0.0,BUY,663.0,679.248076809279,646.751923190721
