,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20
0,2019-07-12,80500.0,289,80789.0,0,BUY,BUY,10.38820146535528,856.0,912.0892146495227,799.9107853504773
