,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20
0,2019-03-12,267000.0,961,267961.0,0.0,BUY,BUY,15.72704213819911,3287.0,3905.0647215300387,2668.9352784699613
1,2019-04-16,271000.0,1246,267961.0,1793.0,SELL,SELL,80.05559933359527,2599.5,2921.585392403942,2277.414607596058
2,2019-05-17,171500.0,617,172117.0,0.0,BUY,BUY,15.310232247572742,2271.0,2921.2430314889966,1620.7569685110034
3,2019-06-04,205000.0,943,172117.0,31940.0,SELL,SELL,80.50315556425198,1930.0,2173.7826901156004,1686.2173098843994
