,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,SO,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20,SO_14
0,2019-01-18,485000.0,1746,486746.0,0.0,BUY, ,BUY,0.0,,,,0.0
1,2019-03-05,600000.0,2760,486746.0,110494.0,SELL,SELL,SELL,100.0,4888.5,5398.491176394259,4378.508823605741,97.90794979079497
2,2019-03-22,597500.0,2151,599651.0,0.0, ,BUY, ,59.65103098798153,5670.25,6792.352825056599,4548.147174943401,53.40909090909091
3,2019-03-26,592500.0,2725,599651.0,-9876.0, ,SELL, ,38.10181367190247,5779.75,6756.839939565442,4802.660060434558,65.21739130434783
4,2019-03-28,592500.0,2133,594633.0,0.0,BUY, , ,18.087527389321764,5889.25,6633.812119638113,5144.687880361887,65.21739130434783
5,2019-03-29,592500.0,2725,594633.0,-4858.0, , ,SELL,38.7192582129016,5944.0,6508.124099822016,5379.875900177984,91.83673469387755
6,2019-04-01,537500.0,1935,539435.0,0.0, ,BUY, ,36.96467781254863,5971.25,6334.318519703926,5608.181480296074,46.93877551020408
7,2019-04-12,590000.0,2714,539435.0,47851.0, , ,SELL,12.201934516112345,5837.5,6143.07323181195,5531.92676818805,98.11320754716981
8,2019-04-15,590000.0,2124,592124.0,0.0,BUY, , ,12.201934516112345,5832.5,6130.4513383087915,5534.5486616912085,98.11320754716981
9,2019-04-16,590000.0,2714,592124.0,-4838.0, ,SELL,SELL,12.201934516112345,5827.5,6117.284402616841,5537.715597383159,98.11320754716981
10,2019-04-17,590000.0,2124,592124.0,0.0,BUY, , ,12.201934516112345,5822.5,6103.524909927927,5541.475090072073,98.11320754716981
11,2019-04-18,590000.0,2714,592124.0,-4838.0, ,SELL,SELL,12.201934516112345,5817.5,6089.115537110821,5545.884462889179,100.0
12,2019-04-19,590000.0,2124,592124.0,0.0,BUY, , ,15.554017077110743,5813.75,6078.549452416352,5548.950547583648,100.0
