,Date,Close Price,Fee,Purchased Price,Capital Gain,CCI,SO,CCI_20,SO_14
0,2019-02-13,40193.1640625,144,40337.1640625,0.0,BUY,BUY,-26.26904059150791,14.285638978309459
1,2019-02-26,51357.9345703125,236,40337.1640625,10784.7705078125,SELL,SELL,189.18388027612465,100.0
2,2019-05-14,47636.34338378906,171,47807.34338378906,0.0,BUY,BUY,-135.42247885510315,19.999983599714962
3,2019-06-10,49869.29626464844,229,47807.34338378906,1832.952880859375,SELL,SELL,196.2963843719735,95.45450987539878
4,2019-07-05,48628.76892089844,175,48803.76892089844,0.0,BUY,BUY,-114.10105275877912,11.111187038315144
5,2019-08-08,54335.205078125,249,48803.76892089844,5282.4361572265625,SELL,SELL,132.4831429052061,85.18516156336685
6,2019-09-12,59049.21875,212,59261.21875,0.0,BUY,BUY,-19.84124067124678,15.384637219318531
7,2019-09-30,61034.063720703125,280,59261.21875,1492.844970703125,SELL,SELL,35.180690711681684,90.0
8,2019-10-17,56816.265869140625,204,57020.265869140625,0.0,BUY,BUY,-66.49098027564455,4.761943810234489
9,2019-10-25,60785.9619140625,279,57020.265869140625,3486.696044921875,SELL,SELL,115.19605422462563,86.20694920430253
