,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14,CCI_20
0,2019-05-20,47140.13366699219,169,47309.13366699219,0.0,BUY,BUY,18.124259727642354,-117.68321654793849
1,2019-06-10,49869.29626464844,229,47309.13366699219,2331.16259765625,SELL,SELL,80.65430245957974,196.2963843719735
2,2019-09-20,57808.69140625,208,58016.69140625,0.0,BUY,BUY,12.14735876475784,-95.10247125640531
