,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,BB_MAVG_20,BB_atas_20,BB_bawah_20
0,2019-01-28,955500.0,3439,958939.0,0.0,BUY,9625.5,10067.505656072408,9183.494343927592
1,2019-01-31,1000000.0,4600,958939.0,36461.0,SELL,9699.25,10052.141980639968,9346.358019360032
2,2019-02-04,978000.0,3520,981520.0,0.0,BUY,9724.25,10095.00969306277,9353.49030693723
3,2019-02-05,978000.0,4498,981520.0,-8018.0,SELL,9739.75,10092.162755160763,9387.337244839237
4,2019-02-08,996500.0,3587,1000087.0,0.0,BUY,9806.25,10082.417974247557,9530.082025752443
5,2019-02-20,1000500.0,4602,1000087.0,-4189.0,SELL,9826.5,10102.762556275728,9550.237443724272
6,2019-02-21,990500.0,3565,994065.0,0.0,BUY,9831.0,10109.291214378032,9552.708785621968
7,2019-03-14,993000.0,4567,994065.0,-5632.0,SELL,9810.0,10035.676759990922,9584.323240009078
8,2019-03-15,996000.0,3585,999585.0,0.0,BUY,9828.0,10040.87085286624,9615.12914713376
9,2019-03-18,990000.0,4554,999585.0,-14139.0,SELL,9828.75,10042.522659617642,9614.977340382358
10,2019-03-20,990000.0,3564,993564.0,0.0,BUY,9822.75,10023.286156340944,9622.213843659056
11,2019-03-22,983000.0,4521,993564.0,-15085.0,SELL,9814.75,10008.230619184455,9621.269380815545
12,2019-03-25,970000.0,3492,973492.0,0.0,BUY,9811.5,10010.324042811728,9612.675957188272
13,2019-04-02,987500.0,4542,973492.0,9466.0,SELL,9808.75,10002.11170768795,9615.38829231205
14,2019-04-04,979500.0,3526,983026.0,0.0,BUY,9814.25,10008.80783201917,9619.69216798083
15,2019-04-17,988000.0,4544,983026.0,430.0,SELL,9796.0,9934.946032688955,9657.053967311045
16,2019-04-22,965500.0,3475,968975.0,0.0,BUY,9799.5,9954.12535367785,9644.87464632215
17,2019-05-30,870000.0,4002,968975.0,-102977.0,SELL,8644.5,9060.815985760817,8228.184014239183
18,2019-05-31,890000.0,3204,893204.0,0.0,BUY,8643.0,9055.388166658551,8230.611833341449
19,2019-06-03,890000.0,4094,893204.0,-7298.0,SELL,8634.75,9018.657215352878,8250.842784647122
20,2019-06-26,896500.0,3227,899727.0,0.0,BUY,8965.75,9194.185439457195,8737.314560542805
21,2019-06-28,900000.0,4140,899727.0,-3867.0,SELL,8984.25,9174.1519483839,8794.3480516161
22,2019-07-01,900000.0,3240,903240.0,0.0,BUY,8989.25,9175.241263235674,8803.258736764326
23,2019-07-19,916000.0,4213,903240.0,8547.0,SELL,8993.75,9125.654321384864,8861.845678615136
24,2019-07-25,899000.0,3236,902236.0,0.0,BUY,9010.0,9151.31525041552,8868.68474958448
25,2019-08-09,896500.0,4123,902236.0,-9859.0,SELL,8941.5,9252.500000000002,8630.499999999998
26,2019-08-12,899500.0,3238,902738.0,0.0,BUY,8946.75,9257.64025394824,8635.85974605176
27,2019-08-20,903500.0,4156,902738.0,-3394.0,SELL,8915.25,9181.54823506738,8648.95176493262
28,2019-08-26,917500.0,3303,920803.0,0.0,BUY,8950.25,9223.113977102148,8677.386022897852
29,2019-08-27,945500.0,4349,920803.0,20348.0,SELL,8992.5,9300.907198359573,8684.092801640427
30,2019-09-11,932500.0,3357,935857.0,0.0,BUY,9331.25,9861.993582156207,8800.506417843793
31,2019-12-27,856000.0,3937,935857.0,-83794.0,SELL,8363.25,8625.495591002025,8101.004408997975
