,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,SO,MFII_14,SO_14
0,2019-04-04,31000.0,111,31111.0,0.0,BUY,BUY,12.494331764319298,3.8461538461538463
1,2019-07-03,28400.0,130,31111.0,-2841.0,SELL,SELL,82.16684639408352,100.0
2,2019-08-13,23800.0,85,23885.0,0.0,BUY,BUY,18.875809889225508,18.181818181818183
