,Date,Close Price,Fee,Purchased Price,Capital Gain,CCI,CCI_20
0,2019-02-12,304000.0,1094,305094.0,0.0,BUY,-47.44397759103624
1,2019-02-22,311000.0,1430,305094.0,4476.0,SELL,4.068584713746267
2,2019-02-26,304000.0,1094,305094.0,0.0,BUY,-20.395738203957936
3,2019-02-27,311000.0,1430,305094.0,4476.0,SELL,53.60580482748465
4,2019-03-05,306000.0,1101,307101.0,0.0,BUY,-4.761904761905301
5,2019-03-06,307000.0,1412,307101.0,-1513.0,SELL,18.81977671451297
6,2019-03-07,307000.0,1105,308105.0,0.0,BUY,-14.55160744500907
7,2019-03-08,310000.0,1426,308105.0,469.0,SELL,71.57894736842104
8,2019-03-13,307000.0,1105,308105.0,0.0,BUY,-15.195791934541202
9,2019-04-02,309000.0,1421,308105.0,-526.0,SELL,45.01424501424605
10,2019-04-11,303000.0,1090,304090.0,0.0,BUY,-25.579536370903963
11,2019-04-15,309000.0,1421,304090.0,3489.0,SELL,47.179487179486706
12,2019-04-30,310000.0,1116,311116.0,0.0,BUY,-20.930750389668592
13,2019-05-02,310000.0,1426,311116.0,-2542.0,SELL,0.47961630695399965
14,2019-05-03,304000.0,1094,305094.0,0.0,BUY,-136.5967365967368
15,2019-05-23,305000.0,1403,305094.0,-1497.0,SELL,10.779436152570469
16,2019-06-13,306000.0,1101,307101.0,0.0,BUY,-6.349206349205738
17,2019-06-14,306000.0,1407,307101.0,-2508.0,SELL,11.173184357543942
18,2019-06-18,306000.0,1101,307101.0,0.0,BUY,-56.83355886332869
19,2019-06-21,305000.0,1403,307101.0,-3504.0,SELL,37.73584905660353
20,2019-06-27,306000.0,1101,307101.0,0.0,BUY,-2.932551319648092
21,2019-06-28,306000.0,1407,307101.0,-2508.0,SELL,77.46478873239357
22,2019-07-26,326000.0,1173,327173.0,0.0,BUY,-19.844198441984272
23,2019-07-31,336000.0,1545,327173.0,7282.0,SELL,28.72474747474803
24,2019-08-05,331000.0,1191,332191.0,0.0,BUY,-2.026342451873631
25,2019-09-09,323000.0,1485,332191.0,-10676.0,SELL,7.751937984495411
26,2019-09-10,320000.0,1152,321152.0,0.0,BUY,-34.755134281201386
27,2019-09-13,322000.0,1481,321152.0,-633.0,SELL,30.384271671134037
28,2019-09-17,320000.0,1152,321152.0,0.0,BUY,-90.90909090909086
29,2019-09-18,323000.0,1485,321152.0,363.0,SELL,67.54772393538964
30,2019-10-09,297000.0,1069,298069.0,0.0,BUY,-187.02990277013373
31,2019-10-30,305000.0,1403,298069.0,5528.0,SELL,18.373367045933474
32,2019-12-03,352000.0,1267,353267.0,0.0,BUY,-3.7088548910524928
