,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,SO,MFII_14,SO_14
0,2019-05-10,300000.0,1080,301080.0,0.0,BUY,BUY,16.89352135640908,11.764705882352942
1,2019-07-02,312000.0,1435,301080.0,9485.0,SELL,SELL,91.85649786105802,85.71428571428571
2,2019-09-16,315000.0,1134,316134.0,0.0,BUY,BUY,19.107559670522377,18.75
3,2019-10-02,351000.0,1614,316134.0,33252.0,SELL,SELL,80.51077018664607,95.1219512195122
4,2019-12-13,347000.0,1249,348249.0,0.0,BUY,BUY,7.898028001805059,17.5
