,Date,Close Price,Fee,Purchased Price,Capital Gain,CCI,CCI_20
0,2019-02-26,315000.0,1134,316134.0,0.0,BUY,-26.737967914438503
1,2019-04-12,275000.0,1265,316134.0,-42399.0,SELL,24.366150806717172
2,2019-04-24,252000.0,907,252907.0,0.0,BUY,-20.32935831913665
3,2019-04-29,262000.0,1205,252907.0,7888.0,SELL,5.11033681765368
4,2019-05-01,261000.0,939,261939.0,0.0,BUY,-7.836045810729623
5,2019-05-30,199500.0,917,261939.0,-63356.0,SELL,5.812365905987943
6,2019-06-14,195500.0,703,196203.0,0.0,BUY,-21.92230791202508
7,2019-06-20,220000.0,1012,196203.0,22785.0,SELL,154.39170758319705
8,2019-08-23,327000.0,1177,328177.0,0.0,BUY,-45.42992768167197
9,2019-08-27,349000.0,1605,328177.0,19218.0,SELL,6.63382594417083
10,2019-09-04,340000.0,1224,341224.0,0.0,BUY,-66.02031394275178
11,2019-10-15,326000.0,1499,341224.0,-16723.0,SELL,124.57912457912472
12,2019-11-15,312000.0,1123,313123.0,0.0,BUY,-72.38095238095264
13,2019-12-13,312000.0,1435,313123.0,-2558.0,SELL,59.271492797504536
14,2019-12-18,300000.0,1080,301080.0,0.0,BUY,-26.748971193415464
