,Date,Close Price,Fee,Purchased Price,Capital Gain,CCI,SO,CCI_20,SO_14
0,2019-01-28,213000.0,766,213766.0,0.0,BUY,BUY,-27.233400110326997,11.11111111111111
1,2019-02-21,265000.0,1219,213766.0,50015.0,SELL,SELL,182.5289430160878,95.62043795620438
2,2019-03-08,235000.0,846,235846.0,0.0,BUY,BUY,-17.023234414538752,10.81081081081081
3,2019-03-13,262000.0,1205,235846.0,24949.0,SELL,SELL,89.32313792126895,86.11111111111111
4,2019-04-08,253000.0,910,253910.0,0.0,BUY,BUY,-107.9577072899281,8.0
5,2019-04-18,285000.0,1311,253910.0,29779.0,SELL,SELL,184.47694038245237,89.47368421052632
6,2019-07-04,285000.0,1026,286026.0,0.0,BUY,BUY,-86.72519287044454,13.043478260869565
7,2019-07-22,310000.0,1426,286026.0,22548.0,SELL,SELL,179.16438606093763,80.55555555555556
8,2019-12-19,322000.0,1159,323159.0,0.0,BUY,BUY,-69.5262125035042,12.5
