,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14
0,2019-01-28,213000.0,766,213766.0,0.0, ,BUY,54.793342728667135
1,2019-02-15,234000.0,1076,213766.0,19158.0, ,SELL,71.23791845253737
2,2019-03-08,235000.0,846,235846.0,0.0, ,BUY,47.77634634380992
3,2019-03-12,246000.0,1131,235846.0,9023.0, ,SELL,30.607400935523913
4,2019-04-05,264000.0,950,264950.0,0.0, ,BUY,61.82934501676481
5,2019-04-11,267000.0,1228,264950.0,822.0, ,SELL,50.73703566025912
6,2019-05-03,278000.0,1000,279000.0,0.0, ,BUY,48.35106949169723
7,2019-05-06,285000.0,1311,279000.0,4689.0, ,SELL,59.343942891121266
8,2019-05-13,276000.0,993,276993.0,0.0, ,BUY,49.071371250695684
9,2019-05-24,279000.0,1283,276993.0,724.0, ,SELL,43.646548858619674
10,2019-06-24,286000.0,1029,287029.0,0.0, ,BUY,51.82926001494711
11,2019-06-26,292000.0,1343,287029.0,3628.0, ,SELL,51.23947964664931
12,2019-07-03,286000.0,1029,287029.0,0.0, ,BUY,58.24586302347554
13,2019-07-09,293000.0,1347,287029.0,4624.0, ,SELL,61.5475684608191
14,2019-07-10,289000.0,1040,290040.0,0.0, ,BUY,53.92253855198158
15,2019-07-16,294000.0,1352,290040.0,2608.0, ,SELL,66.04077540012942
16,2019-08-16,325000.0,1170,326170.0,0.0, ,BUY,55.5629593005896
17,2019-08-22,335000.0,1541,326170.0,7289.0, ,SELL,48.53533067890343
18,2019-09-06,327000.0,1177,328177.0,0.0, ,BUY,45.92612070244163
19,2019-09-10,328000.0,1508,328177.0,-1685.0, ,SELL,47.54328493119204
20,2019-09-11,327000.0,1177,328177.0,0.0, ,BUY,41.30299853377489
21,2019-09-13,345000.0,1587,328177.0,15236.0, ,SELL,52.92808874957356
22,2019-09-23,339000.0,1220,340220.0,0.0, ,BUY,45.22021152198139
23,2019-09-26,350000.0,1610,340220.0,8170.0, ,SELL,57.61187766486401
24,2019-10-03,338000.0,1216,339216.0,0.0, ,BUY,54.48969718886379
25,2019-10-08,345000.0,1587,339216.0,4197.0, ,SELL,50.06148998954078
26,2019-10-24,345000.0,1242,346242.0,0.0, ,BUY,63.91567214437914
27,2019-10-28,346000.0,1591,346242.0,-1833.0, ,SELL,63.11728204562664
28,2019-11-07,350000.0,1260,351260.0,0.0, ,BUY,50.66233917906805
29,2019-11-08,345000.0,1587,351260.0,-7847.0, ,SELL,67.52317650938727
30,2019-11-12,346000.0,1245,347245.0,0.0, ,BUY,67.24991378312012
31,2019-11-19,353000.0,1623,347245.0,4132.0, ,SELL,71.22804038436593
32,2019-11-27,339000.0,1220,340220.0,0.0, ,BUY,46.78719140336504
