,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,MFII_14
0,2019-03-06,78000.0,280,78280.0,0.0,BUY,18.692981023228228
1,2019-10-24,65500.0,301,78280.0,-13081.0,SELL,86.13730955121595
