,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,MFII_14
0,2019-05-08,875000.0,3150,878150.0,0.0,BUY,15.301687370299987
1,2019-10-24,790000.0,3634,878150.0,-91784.0,SELL,80.43880481239748
