,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,MFII_14
0,2019-02-18,398000.0,1432,399432.0,0.0,BUY,16.74060571170527
1,2019-06-05,306000.0,1407,399432.0,-94839.0,SELL,82.11722700344743
2,2019-06-21,290000.0,1044,291044.0,0.0,BUY,15.19567902386072
